,GAME_ID,HALFTIME_HOME_FG,HALFTIME_HOME_FG_MISSES,HALFTIME_HOME_FG_PCT,HALFTIME_HOME_REBOUNDS,HALFTIME_VISITING_FG,HALFTIME_VISITING_FG_PCT,HALFTIME_VISITING_MISSES,HALFTIME_VISITING_REBOUNDS
52,21500053,45,44,0.505617977528,52,44,0.488888888889,46,33
53,21500054,32,53,0.376470588235,50,37,0.425287356322,50,42
54,21500055,35,48,0.421686746988,49,35,0.397727272727,53,51
55,21500056,31,58,0.348314606742,46,42,0.466666666667,48,55
56,21500057,31,53,0.369047619048,44,32,0.415584415584,45,47
57,21500058,26,45,0.366197183099,35,39,0.475609756098,43,50
58,21500059,34,50,0.404761904762,40,42,0.5,42,49
59,21500060,33,56,0.370786516854,53,34,0.414634146341,48,49
60,21500061,36,45,0.444444444444,33,36,0.45,44,49
61,21500062,36,39,0.48,34,34,0.41975308642,47,43
62,21500063,33,50,0.397590361446,48,31,0.378048780488,51,40
63,21500064,42,46,0.477272727273,48,46,0.505494505495,45,38
64,21500065,35,51,0.406976744186,36,34,0.41975308642,47,51
65,21500066,39,43,0.475609756098,41,33,0.417721518987,46,45
66,21500067,45,38,0.542168674699,41,39,0.469879518072,44,33
67,21500068,33,55,0.375,40,41,0.532467532468,36,48
68,21500069,35,46,0.432098765432,42,41,0.476744186047,45,41
69,21500070,35,50,0.411764705882,47,36,0.439024390244,46,44
70,21500071,26,55,0.320987654321,44,33,0.458333333333,39,42
71,21500072,26,50,0.342105263158,44,43,0.488636363636,45,48
72,21500073,27,44,0.380281690141,45,36,0.428571428571,48,43
73,21500074,44,43,0.505747126437,47,37,0.480519480519,40,36
74,21500075,33,44,0.428571428571,40,29,0.341176470588,56,44
75,21500076,42,53,0.442105263158,53,35,0.402298850575,52,45
76,21500077,39,53,0.423913043478,46,31,0.407894736842,45,40
77,21500078,44,43,0.505747126437,45,38,0.5,38,38
78,21500079,33,48,0.407407407407,43,35,0.432098765432,46,41
79,21500080,34,44,0.435897435897,43,36,0.444444444444,45,40
80,21500081,42,42,0.5,32,37,0.506849315068,36,41
81,21500082,35,55,0.388888888889,46,36,0.493150684932,37,47
82,21500083,45,47,0.489130434783,53,37,0.411111111111,53,44
