,GAME_ID,HOME_PCT,VISITOR_PCT
539,21500540,0.61352,0.38648
540,21500541,0.61352,0.38648
541,21500542,0.61352,0.38648
542,21500543,0.61352,0.38648
543,21500544,0.61352,0.38648
544,21500545,0.61352,0.38648
545,21500546,0.61352,0.38648
546,21500547,0.58808,0.41192
547,21500548,0.58808,0.41192
548,21500549,0.58808,0.41192
549,21500550,0.61352,0.38648
550,21500551,0.61352,0.38648
551,21500552,0.58808,0.41192
552,21500553,0.61352,0.38648
553,21500554,0.58808,0.41192
554,21500555,0.61352,0.38648
555,21500556,0.61352,0.38648
556,21500557,0.61352,0.38648
557,21500558,0.61352,0.38648
558,21500559,0.61352,0.38648
559,21500560,0.58808,0.41192
560,21500561,0.61352,0.38648
561,21500562,0.61352,0.38648
562,21500563,0.61352,0.38648
563,21500564,0.58808,0.41192
564,21500565,0.61352,0.38648
565,21500566,0.61352,0.38648
566,21500567,0.58808,0.41192
567,21500568,0.58808,0.41192
568,21500569,0.61352,0.38648
569,21500570,0.58808,0.41192
570,21500571,0.58808,0.41192
571,21500572,0.58808,0.41192
572,21500573,0.58808,0.41192
573,21500574,0.58808,0.41192
574,21500575,0.58808,0.41192
575,21500576,0.58808,0.41192
576,21500577,0.58808,0.41192
577,21500578,0.58808,0.41192
578,21500579,0.61352,0.38648
579,21500580,0.58808,0.41192
580,21500581,0.61352,0.38648
581,21500582,0.61352,0.38648
582,21500583,0.58808,0.41192
583,21500584,0.58808,0.41192
584,21500585,0.61352,0.38648
585,21500586,0.58808,0.41192
586,21500587,0.58808,0.41192
587,21500588,0.61352,0.38648
588,21500589,0.58808,0.41192
589,21500590,0.58808,0.41192
590,21500591,0.58808,0.41192
591,21500592,0.61352,0.38648
592,21500593,0.58808,0.41192
593,21500594,0.61352,0.38648
594,21500595,0.58808,0.41192
595,21500596,0.61352,0.38648
596,21500597,0.61352,0.38648
597,21500598,0.61352,0.38648
598,21500599,0.58808,0.41192
599,21500600,0.58808,0.41192
600,21500601,0.61352,0.38648
601,21500602,0.58808,0.41192
602,21500603,0.61352,0.38648
603,21500604,0.61352,0.38648
604,21500605,0.58808,0.41192
605,21500606,0.61352,0.38648
606,21500607,0.61352,0.38648
607,21500608,0.58808,0.41192
608,21500609,0.61352,0.38648
609,21500610,0.58808,0.41192
610,21500611,0.61352,0.38648
611,21500612,0.61352,0.38648
612,21500613,0.58808,0.41192
613,21500614,0.58808,0.41192
614,21500615,0.61352,0.38648
615,21500616,0.61352,0.38648
616,21500617,0.61352,0.38648
617,21500618,0.61352,0.38648
618,21500619,0.61352,0.38648
619,21500620,0.58808,0.41192
620,21500621,0.58808,0.41192
621,21500622,0.58808,0.41192
622,21500623,0.58808,0.41192
623,21500624,0.58808,0.41192
624,21500625,0.61352,0.38648
625,21500626,0.58808,0.41192
626,21500627,0.58808,0.41192
627,21500628,0.58808,0.41192
628,21500629,0.58808,0.41192
629,21500630,0.61352,0.38648
630,21500631,0.58808,0.41192
631,21500632,0.58808,0.41192
632,21500633,0.58808,0.41192
633,21500634,0.61352,0.38648
634,21500635,0.61352,0.38648
635,21500636,0.61352,0.38648
636,21500637,0.61352,0.38648
637,21500638,0.58808,0.41192
638,21500639,0.58808,0.41192
639,21500640,0.58808,0.41192
640,21500641,0.58808,0.41192
641,21500642,0.58808,0.41192
642,21500643,0.58808,0.41192
643,21500644,0.58808,0.41192
644,21500645,0.61352,0.38648
645,21500646,0.58808,0.41192
646,21500647,0.61352,0.38648
647,21500648,0.61352,0.38648
648,21500649,0.58808,0.41192
649,21500650,0.61352,0.38648
650,21500651,0.58808,0.41192
651,21500652,0.58808,0.41192
652,21500653,0.58808,0.41192
653,21500654,0.61352,0.38648
654,21500655,0.58808,0.41192
655,21500656,0.61352,0.38648
656,21500657,0.61352,0.38648
657,21500658,0.58808,0.41192
658,21500659,0.58808,0.41192
659,21500660,0.58808,0.41192
660,21500661,0.58808,0.41192
661,21500662,0.58808,0.41192
662,21500663,0.61352,0.38648
663,21500664,0.61352,0.38648
664,21500665,0.61352,0.38648
665,21500666,0.58808,0.41192
666,21500667,0.58808,0.41192
667,21500668,0.61352,0.38648
668,21500669,0.58808,0.41192
669,21500670,0.61352,0.38648
670,21500671,0.61352,0.38648
671,21500672,0.61352,0.38648
672,21500673,0.58808,0.41192
673,21500674,0.61352,0.38648
674,21500675,0.58808,0.41192
675,21500676,0.58808,0.41192
676,21500677,0.58808,0.41192
677,21500678,0.58808,0.41192
678,21500679,0.58808,0.41192
679,21500680,0.58808,0.41192
680,21500681,0.61352,0.38648
681,21500682,0.58808,0.41192
682,21500683,0.58808,0.41192
683,21500684,0.58808,0.41192
684,21500685,0.58808,0.41192
685,21500686,0.58808,0.41192
686,21500687,0.58808,0.41192
687,21500688,0.61352,0.38648
688,21500689,0.58808,0.41192
689,21500690,0.61352,0.38648
690,21500691,0.61352,0.38648
691,21500692,0.61352,0.38648
692,21500693,0.61352,0.38648
693,21500694,0.61352,0.38648
694,21500695,0.58808,0.41192
695,21500696,0.61352,0.38648
696,21500697,0.58808,0.41192
697,21500698,0.61352,0.38648
698,21500699,0.61352,0.38648
699,21500700,0.58808,0.41192
700,21500701,0.58808,0.41192
701,21500702,0.58808,0.41192
702,21500703,0.58808,0.41192
703,21500704,0.58808,0.41192
704,21500705,0.61352,0.38648
705,21500706,0.58808,0.41192
706,21500707,0.61352,0.38648
707,21500708,0.58808,0.41192
708,21500709,0.61352,0.38648
709,21500710,0.61352,0.38648
710,21500711,0.61352,0.38648
711,21500712,0.61352,0.38648
712,21500713,0.61352,0.38648
713,21500714,0.61352,0.38648
714,21500715,0.58808,0.41192
715,21500716,0.58808,0.41192
716,21500717,0.58808,0.41192
717,21500718,0.58808,0.41192
718,21500719,0.61352,0.38648
719,21500720,0.58808,0.41192
720,21500721,0.58808,0.41192
721,21500722,0.58808,0.41192
722,21500723,0.61352,0.38648
723,21500724,0.58808,0.41192
724,21500725,0.61352,0.38648
725,21500726,0.61352,0.38648
726,21500727,0.61352,0.38648
727,21500728,0.58808,0.41192
728,21500729,0.61352,0.38648
729,21500730,0.61352,0.38648
730,21500731,0.58808,0.41192
731,21500732,0.61352,0.38648
732,21500733,0.58808,0.41192
733,21500734,0.58808,0.41192
734,21500735,0.58808,0.41192
735,21500736,0.61352,0.38648
736,21500737,0.61352,0.38648
737,21500738,0.58808,0.41192
738,21500739,0.61352,0.38648
739,21500740,0.58808,0.41192
740,21500741,0.58808,0.41192
741,21500742,0.61352,0.38648
742,21500743,0.58808,0.41192
743,21500744,0.58808,0.41192
744,21500745,0.58808,0.41192
745,21500746,0.61352,0.38648
746,21500747,0.61352,0.38648
747,21500748,0.61352,0.38648
748,21500749,0.61352,0.38648
749,21500750,0.61352,0.38648
750,21500751,0.58808,0.41192
751,21500752,0.58808,0.41192
752,21500753,0.58808,0.41192
753,21500754,0.58808,0.41192
754,21500755,0.61352,0.38648
755,21500756,0.58808,0.41192
756,21500757,0.61352,0.38648
757,21500758,0.58808,0.41192
758,21500759,0.61352,0.38648
759,21500760,0.61352,0.38648
760,21500761,0.58808,0.41192
761,21500762,0.58808,0.41192
762,21500763,0.61352,0.38648
763,21500764,0.61352,0.38648
764,21500765,0.61352,0.38648
765,21500766,0.58808,0.41192
766,21500767,0.61352,0.38648
767,21500768,0.58808,0.41192
768,21500769,0.58808,0.41192
769,21500770,0.61352,0.38648
770,21500771,0.58808,0.41192
771,21500772,0.58808,0.41192
772,21500773,0.58808,0.41192
773,21500774,0.61352,0.38648
774,21500775,0.58808,0.41192
775,21500776,0.61352,0.38648
776,21500777,0.58808,0.41192
777,21500778,0.61352,0.38648
778,21500779,0.58808,0.41192
779,21500780,0.58808,0.41192
780,21500781,0.61352,0.38648
781,21500782,0.58808,0.41192
782,21500783,0.58808,0.41192
783,21500784,0.61352,0.38648
784,21500785,0.58808,0.41192
785,21500786,0.61352,0.38648
786,21500787,0.58808,0.41192
787,21500788,0.61352,0.38648
788,21500789,0.61352,0.38648
789,21500790,0.58808,0.41192
790,21500791,0.58808,0.41192
791,21500792,0.58808,0.41192
792,21500793,0.61352,0.38648
793,21500794,0.61352,0.38648
794,21500795,0.61352,0.38648
795,21500796,0.61352,0.38648
796,21500797,0.58808,0.41192
797,21500798,0.61352,0.38648
798,21500799,0.58808,0.41192
799,21500800,0.58808,0.41192
800,21500801,0.58808,0.41192
801,21500802,0.58808,0.41192
802,21500803,0.58808,0.41192
803,21500804,0.61352,0.38648
804,21500805,0.58808,0.41192
805,21500806,0.58808,0.41192
806,21500807,0.61352,0.38648
807,21500808,0.61352,0.38648
808,21500809,0.61352,0.38648
809,21500810,0.61352,0.38648
810,21500811,0.61352,0.38648
811,21500812,0.58808,0.41192
812,21500813,0.58808,0.41192
813,21500814,0.61352,0.38648
814,21500815,0.58808,0.41192
815,21500816,0.58808,0.41192
816,21500817,0.61352,0.38648
817,21500818,0.61352,0.38648
818,21500819,0.58808,0.41192
819,21500820,0.61352,0.38648
820,21500821,0.58808,0.41192
821,21500822,0.61352,0.38648
822,21500823,0.61352,0.38648
823,21500824,0.61352,0.38648
824,21500825,0.58808,0.41192
825,21500826,0.58808,0.41192
826,21500827,0.61352,0.38648
827,21500828,0.58808,0.41192
828,21500829,0.58808,0.41192
829,21500830,0.58808,0.41192
830,21500831,0.61352,0.38648
831,21500832,0.58808,0.41192
832,21500833,0.61352,0.38648
833,21500834,0.61352,0.38648
834,21500835,0.58808,0.41192
835,21500836,0.61352,0.38648
836,21500837,0.58808,0.41192
837,21500838,0.61352,0.38648
838,21500839,0.61352,0.38648
839,21500840,0.58808,0.41192
840,21500841,0.61352,0.38648
841,21500842,0.61352,0.38648
842,21500843,0.58808,0.41192
843,21500844,0.61352,0.38648
844,21500845,0.61352,0.38648
845,21500846,0.58808,0.41192
846,21500847,0.61352,0.38648
847,21500848,0.61352,0.38648
848,21500849,0.61352,0.38648
849,21500850,0.58808,0.41192
850,21500851,0.61352,0.38648
851,21500852,0.58808,0.41192
852,21500853,0.61352,0.38648
853,21500854,0.58808,0.41192
854,21500855,0.58808,0.41192
855,21500856,0.61352,0.38648
856,21500857,0.58808,0.41192
857,21500858,0.58808,0.41192
858,21500859,0.58808,0.41192
859,21500860,0.58808,0.41192
860,21500861,0.61352,0.38648
861,21500862,0.61352,0.38648
862,21500863,0.61352,0.38648
863,21500864,0.61352,0.38648
864,21500865,0.61352,0.38648
865,21500866,0.58808,0.41192
866,21500867,0.58808,0.41192
867,21500868,0.61352,0.38648
