,DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,HOME_TEAM_W_L,HOME_QTR1,HOME_QTR2,HOME_QTR3,HOME_QTR4,HOME_OT1,HOME_OT2,HOME_OT3,HOME_OT4,HOME_PTS,AWAY_TEAM_ID,AWAY_TEAM,AWAY_TEAM_W_L,AWAY_QTR1,AWAY_QTR2,AWAY_QTR3,AWAY_QTR4,AWAY_OT1,AWAY_OT2,AWAY_OT3,AWAY_OT4,AWAY_PTS
164,2015-11-18T00:00:00,21500165,1610612766,CHA,6-6,32,20,34,30,0,0,0,0,116,1610612751,BKN,2-10,32,24,30,25,0,0,0,0,111
165,2015-11-18T00:00:00,21500166,1610612753,ORL,6-6,17,21,33,22,11,0,0,0,104,1610612750,MIN,5-7,25,27,24,17,8,0,0,0,101
166,2015-11-18T00:00:00,21500167,1610612755,PHI,0-12,18,20,24,23,0,0,0,0,85,1610612754,IND,7-5,23,29,32,28,0,0,0,0,112
167,2015-11-18T00:00:00,21500168,1610612738,BOS,6-5,31,23,24,24,0,0,0,0,102,1610612742,DAL,8-4,16,29,25,36,0,0,0,0,106
168,2015-11-18T00:00:00,21500169,1610612737,ATL,9-5,27,35,19,22,0,0,0,0,103,1610612758,SAC,4-8,30,22,27,18,0,0,0,0,97
169,2015-11-18T00:00:00,21500170,1610612745,HOU,5-7,22,13,26,38,9,0,0,0,108,1610612757,POR,4-9,21,25,30,23,4,0,0,0,103
170,2015-11-18T00:00:00,21500171,1610612760,OKC,7-5,21,32,27,30,0,0,0,0,110,1610612740,NOP,1-11,27,18,29,29,0,0,0,0,103
171,2015-11-18T00:00:00,21500172,1610612759,SAS,9-2,31,34,28,16,0,0,0,0,109,1610612743,DEN,6-6,24,34,21,19,0,0,0,0,98
172,2015-11-18T00:00:00,21500173,1610612762,UTA,6-5,24,18,17,34,0,0,0,0,93,1610612761,TOR,7-6,19,26,19,25,0,0,0,0,89
173,2015-11-18T00:00:00,21500174,1610612756,PHX,6-5,18,29,23,27,0,0,0,0,97,1610612741,CHI,8-3,31,22,19,31,0,0,0,0,103
174,2015-11-19T00:00:00,21500175,1610612748,MIA,7-4,25,31,26,34,0,0,0,0,116,1610612758,SAC,4-9,21,25,30,33,0,0,0,0,109
175,2015-11-19T00:00:00,21500176,1610612739,CLE,9-3,28,35,23,29,0,0,0,0,115,1610612749,MIL,5-7,23,25,31,21,0,0,0,0,100
176,2015-11-19T00:00:00,21500177,1610612746,LAC,6-5,41,27,23,26,0,0,0,0,117,1610612744,GSW,13-0,25,29,31,39,0,0,0,0,124
177,2015-11-20T00:00:00,21500178,1610612766,CHA,7-6,30,32,23,28,0,0,0,0,113,1610612755,PHI,0-13,19,22,29,18,0,0,0,0,88
178,2015-11-20T00:00:00,21500179,1610612738,BOS,7-5,23,43,25,29,0,0,0,0,120,1610612751,BKN,2-11,19,23,25,28,0,0,0,0,95
179,2015-11-20T00:00:00,21500180,1610612763,MEM,7-6,23,36,20,17,0,0,0,0,96,1610612745,HOU,5-8,19,26,25,14,0,0,0,0,84
180,2015-11-20T00:00:00,21500181,1610612750,MIN,5-8,26,18,21,21,0,0,0,0,86,1610612765,DET,7-5,22,16,30,28,0,0,0,0,96
181,2015-11-20T00:00:00,21500182,1610612740,NOP,2-11,22,26,30,26,0,0,0,0,104,1610612759,SAS,9-3,20,21,33,16,0,0,0,0,90
182,2015-11-20T00:00:00,21500183,1610612760,OKC,7-6,20,24,18,28,0,0,0,0,90,1610612752,NYK,7-6,25,23,25,20,0,0,0,0,93
183,2015-11-20T00:00:00,21500184,1610612742,DAL,9-4,21,35,24,22,0,0,0,0,102,1610612762,UTA,6-6,26,17,28,22,0,0,0,0,93
184,2015-11-20T00:00:00,21500185,1610612743,DEN,6-7,29,34,21,23,0,0,0,0,107,1610612756,PHX,7-5,17,32,31,34,0,0,0,0,114
185,2015-11-20T00:00:00,21500186,1610612757,POR,5-9,23,25,27,27,0,0,0,0,102,1610612746,LAC,6-6,23,24,26,18,0,0,0,0,91
186,2015-11-20T00:00:00,21500187,1610612744,GSW,14-0,28,22,27,29,0,0,0,0,106,1610612741,CHI,8-4,29,18,26,21,0,0,0,0,94
187,2015-11-20T00:00:00,21500188,1610612747,LAL,2-10,21,29,18,23,0,0,0,0,91,1610612761,TOR,8-6,27,22,27,26,0,0,0,0,102
188,2015-11-21T00:00:00,21500189,1610612753,ORL,6-7,22,25,20,24,0,0,0,0,91,1610612758,SAC,5-9,27,26,30,14,0,0,0,0,97
189,2015-11-21T00:00:00,21500190,1610612754,IND,8-5,28,27,35,33,0,0,0,0,123,1610612749,MIL,5-8,25,26,16,19,0,0,0,0,86
190,2015-11-21T00:00:00,21500191,1610612739,CLE,10-3,27,30,20,32,0,0,0,0,109,1610612737,ATL,9-6,19,23,22,33,0,0,0,0,97
191,2015-11-21T00:00:00,21500192,1610612765,DET,7-6,24,28,21,22,0,0,0,0,95,1610612764,WAS,6-4,30,22,23,22,0,0,0,0,97
192,2015-11-21T00:00:00,21500193,1610612748,MIA,8-4,16,16,35,29,0,0,0,0,96,1610612755,PHI,0-14,28,19,27,17,0,0,0,0,91
193,2015-11-21T00:00:00,21500194,1610612745,HOU,5-9,26,27,24,25,0,0,0,0,102,1610612752,NYK,8-6,24,34,21,28,0,0,0,0,107
194,2015-11-21T00:00:00,21500195,1610612759,SAS,10-3,24,29,21,18,0,0,0,0,92,1610612763,MEM,7-7,19,20,22,21,0,0,0,0,82
195,2015-11-22T00:00:00,21500196,1610612746,LAC,6-7,23,11,21,25,0,0,0,0,80,1610612761,TOR,9-6,33,30,8,20,0,0,0,0,91
196,2015-11-22T00:00:00,21500197,1610612751,BKN,3-11,24,35,27,25,0,0,0,0,111,1610612738,BOS,7-6,19,23,36,23,0,0,0,0,101
197,2015-11-22T00:00:00,21500198,1610612740,NOP,3-11,27,29,36,30,0,0,0,0,122,1610612756,PHX,7-6,21,34,30,31,0,0,0,0,116
198,2015-11-22T00:00:00,21500199,1610612760,OKC,8-6,31,29,27,30,0,0,0,0,117,1610612742,DAL,9-5,25,27,33,29,0,0,0,0,114
199,2015-11-22T00:00:00,21500200,1610612743,DEN,6-8,23,35,21,26,0,0,0,0,105,1610612744,GSW,15-0,34,30,27,27,0,0,0,0,118
200,2015-11-22T00:00:00,21500201,1610612747,LAL,2-11,23,29,22,19,0,0,0,0,93,1610612757,POR,6-9,32,24,28,23,0,0,0,0,107
201,2015-11-23T00:00:00,21500202,1610612766,CHA,8-6,33,27,14,38,15,0,0,0,127,1610612758,SAC,5-10,30,30,31,21,10,0,0,0,122
202,2015-11-23T00:00:00,21500203,1610612739,CLE,11-3,29,30,33,25,0,0,0,0,117,1610612753,ORL,6-8,27,28,21,27,0,0,0,0,103
203,2015-11-23T00:00:00,21500204,1610612748,MIA,9-4,26,26,21,22,0,0,0,0,95,1610612752,NYK,8-7,19,11,26,22,0,0,0,0,78
204,2015-11-23T00:00:00,21500205,1610612749,MIL,6-8,25,33,30,21,0,0,0,0,109,1610612765,DET,7-7,26,22,14,26,0,0,0,0,88
205,2015-11-23T00:00:00,21500206,1610612750,MIN,6-8,19,27,28,26,0,0,0,0,100,1610612755,PHI,0-15,26,26,21,22,0,0,0,0,95
206,2015-11-23T00:00:00,21500207,1610612759,SAS,11-3,20,24,23,31,0,0,0,0,98,1610612756,PHX,7-7,17,17,26,24,0,0,0,0,84
207,2015-11-23T00:00:00,21500208,1610612762,UTA,6-7,20,26,22,21,0,0,0,0,89,1610612760,OKC,9-6,23,40,25,23,0,0,0,0,111
208,2015-11-24T00:00:00,21500209,1610612764,WAS,6-5,31,30,21,24,0,0,0,0,106,1610612754,IND,9-5,33,29,31,30,0,0,0,0,123
209,2015-11-24T00:00:00,21500210,1610612737,ATL,10-6,33,24,24,40,0,0,0,0,121,1610612738,BOS,7-7,28,20,25,24,0,0,0,0,97
210,2015-11-24T00:00:00,21500211,1610612763,MEM,8-7,21,25,36,28,0,0,0,0,110,1610612742,DAL,9-6,17,19,24,36,0,0,0,0,96
211,2015-11-24T00:00:00,21500212,1610612743,DEN,6-9,26,19,27,22,0,0,0,0,94,1610612746,LAC,7-7,25,26,32,28,0,0,0,0,111
212,2015-11-24T00:00:00,21500213,1610612757,POR,6-10,22,17,24,25,0,0,0,0,88,1610612741,CHI,9-4,29,19,23,22,0,0,0,0,93
213,2015-11-24T00:00:00,21500214,1610612744,GSW,16-0,30,24,35,22,0,0,0,0,111,1610612747,LAL,2-12,11,27,17,22,0,0,0,0,77
214,2015-11-25T00:00:00,21500215,1610612766,CHA,9-6,28,30,16,27,0,0,0,0,101,1610612764,WAS,6-6,24,30,27,6,0,0,0,0,87
215,2015-11-25T00:00:00,21500216,1610612753,ORL,7-8,20,26,26,28,0,0,0,0,100,1610612752,NYK,8-8,17,18,28,28,0,0,0,0,91
216,2015-11-25T00:00:00,21500217,1610612738,BOS,8-7,26,14,17,27,0,0,0,0,84,1610612755,PHI,0-16,24,23,15,18,0,0,0,0,80
217,2015-11-25T00:00:00,21500218,1610612765,DET,8-7,25,35,23,21,0,0,0,0,104,1610612748,MIA,9-5,19,24,19,19,0,0,0,0,81
218,2015-11-25T00:00:00,21500219,1610612761,TOR,10-6,25,24,33,21,0,0,0,0,103,1610612739,CLE,11-4,25,24,31,19,0,0,0,0,99
219,2015-11-25T00:00:00,21500220,1610612745,HOU,5-10,24,29,24,16,0,0,0,0,93,1610612763,MEM,9-7,28,28,26,20,0,0,0,0,102
220,2015-11-25T00:00:00,21500221,1610612749,MIL,6-9,33,33,26,26,0,0,0,0,118,1610612758,SAC,6-10,40,29,27,33,0,0,0,0,129
221,2015-11-25T00:00:00,21500222,1610612750,MIN,7-8,27,23,20,29,0,0,0,0,99,1610612737,ATL,10-7,23,25,26,21,0,0,0,0,95
222,2015-11-25T00:00:00,21500223,1610612760,OKC,10-6,25,31,27,27,0,0,0,0,110,1610612751,BKN,3-12,26,26,24,23,0,0,0,0,99
223,2015-11-25T00:00:00,21500224,1610612759,SAS,12-3,24,22,17,25,0,0,0,0,88,1610612742,DAL,9-7,18,21,21,23,0,0,0,0,83
224,2015-11-25T00:00:00,21500225,1610612756,PHX,7-8,39,21,25,29,0,0,0,0,114,1610612740,NOP,4-11,25,33,30,32,0,0,0,0,120
225,2015-11-25T00:00:00,21500226,1610612746,LAC,7-8,23,22,23,23,0,0,0,0,91,1610612762,UTA,7-7,21,24,28,29,0,0,0,0,102
226,2015-11-27T00:00:00,21500227,1610612766,CHA,9-7,22,30,24,14,0,0,0,0,90,1610612739,CLE,12-4,23,27,22,23,0,0,0,0,95
227,2015-11-27T00:00:00,21500228,1610612753,ORL,8-8,22,27,37,28,0,0,0,0,114,1610612749,MIL,6-10,22,21,22,25,0,0,0,0,90
228,2015-11-27T00:00:00,21500229,1610612738,BOS,9-7,29,25,25,32,0,0,0,0,111,1610612764,WAS,6-7,18,18,20,22,0,0,0,0,78
229,2015-11-27T00:00:00,21500230,1610612752,NYK,8-9,27,22,14,15,0,0,0,0,78,1610612748,MIA,10-5,26,24,24,23,0,0,0,0,97
230,2015-11-27T00:00:00,21500231,1610612754,IND,10-5,30,21,21,32,0,0,0,0,104,1610612741,CHI,9-5,18,24,21,29,0,0,0,0,92
231,2015-11-27T00:00:00,21500232,1610612745,HOU,6-10,30,26,35,25,0,0,0,0,116,1610612755,PHI,0-17,19,30,31,34,0,0,0,0,114
232,2015-11-27T00:00:00,21500233,1610612763,MEM,9-8,36,22,24,19,0,0,0,0,101,1610612737,ATL,11-7,29,24,32,31,0,0,0,0,116
233,2015-11-27T00:00:00,21500234,1610612760,OKC,11-6,29,19,28,27,0,0,0,0,103,1610612765,DET,8-8,31,24,16,16,0,0,0,0,87
234,2015-11-27T00:00:00,21500235,1610612743,DEN,6-10,16,26,17,21,0,0,0,0,80,1610612759,SAS,13-3,16,30,24,21,0,0,0,0,91
235,2015-11-27T00:00:00,21500236,1610612756,PHX,7-9,27,30,24,35,0,0,0,0,116,1610612744,GSW,17-0,44,31,28,32,0,0,0,0,135
236,2015-11-27T00:00:00,21500237,1610612758,SAC,6-11,28,19,21,23,0,0,0,0,91,1610612750,MIN,8-8,29,24,22,26,0,0,0,0,101
237,2015-11-27T00:00:00,21500238,1610612746,LAC,8-8,28,35,27,21,0,0,0,0,111,1610612740,NOP,4-12,18,24,30,18,0,0,0,0,90
238,2015-11-28T00:00:00,21500239,1610612764,WAS,6-8,23,22,23,14,0,0,0,0,82,1610612761,TOR,11-6,16,23,23,22,0,0,0,0,84
239,2015-11-28T00:00:00,21500240,1610612739,CLE,13-4,17,27,25,21,0,0,0,0,90,1610612751,BKN,3-13,24,26,18,20,0,0,0,0,88
240,2015-11-28T00:00:00,21500241,1610612742,DAL,10-7,22,26,25,19,0,0,0,0,92,1610612743,DEN,6-11,25,27,5,24,0,0,0,0,81
241,2015-11-28T00:00:00,21500242,1610612759,SAS,14-3,23,31,26,28,0,0,0,0,108,1610612737,ATL,11-8,25,12,22,29,0,0,0,0,88
242,2015-11-28T00:00:00,21500243,1610612762,UTA,8-7,23,25,28,25,0,0,0,0,101,1610612740,NOP,4-13,16,23,21,27,0,0,0,0,87
243,2015-11-28T00:00:00,21500244,1610612757,POR,7-10,34,26,24,24,0,0,0,0,108,1610612747,LAL,2-13,21,25,30,20,0,0,0,0,96
244,2015-11-28T00:00:00,21500245,1610612744,GSW,18-0,30,26,36,28,0,0,0,0,120,1610612758,SAC,6-12,29,17,25,30,0,0,0,0,101
245,2015-11-29T00:00:00,21500246,1610612766,CHA,10-7,22,23,20,22,0,0,0,0,87,1610612749,MIL,6-11,28,9,22,23,0,0,0,0,82
246,2015-11-29T00:00:00,21500247,1610612746,LAC,9-8,23,25,23,36,0,0,0,0,107,1610612750,MIN,8-9,19,18,24,38,0,0,0,0,99
247,2015-11-29T00:00:00,21500248,1610612751,BKN,4-13,18,17,24,28,0,0,0,0,87,1610612765,DET,8-9,22,19,26,16,0,0,0,0,83
248,2015-11-29T00:00:00,21500249,1610612753,ORL,9-8,21,32,31,26,0,0,0,0,110,1610612738,BOS,9-8,20,25,22,24,0,0,0,0,91
249,2015-11-29T00:00:00,21500250,1610612761,TOR,11-7,18,31,23,30,0,0,0,0,102,1610612756,PHX,8-9,21,32,28,26,0,0,0,0,107
250,2015-11-29T00:00:00,21500251,1610612763,MEM,10-8,21,16,27,28,0,0,0,0,92,1610612755,PHI,0-18,13,18,36,17,0,0,0,0,84
251,2015-11-29T00:00:00,21500252,1610612752,NYK,8-10,25,29,23,24,10,0,0,0,111,1610612745,HOU,7-10,21,20,28,32,15,0,0,0,116
252,2015-11-29T00:00:00,21500253,1610612747,LAL,2-14,12,23,30,38,0,0,0,0,103,1610612754,IND,11-5,28,20,32,27,0,0,0,0,107
253,2015-11-30T00:00:00,21500254,1610612765,DET,9-9,29,35,20,32,0,0,0,0,116,1610612745,HOU,7-11,21,20,32,32,0,0,0,0,105
254,2015-11-30T00:00:00,21500255,1610612748,MIA,10-6,23,28,24,20,0,0,0,0,95,1610612738,BOS,10-8,32,25,24,24,0,0,0,0,105
255,2015-11-30T00:00:00,21500256,1610612737,ATL,12-8,31,22,26,27,0,0,0,0,106,1610612760,OKC,11-7,21,31,22,26,0,0,0,0,100
256,2015-11-30T00:00:00,21500257,1610612741,CHI,10-5,17,32,21,22,0,0,0,0,92,1610612759,SAS,14-4,23,25,25,16,0,0,0,0,89
257,2015-11-30T00:00:00,21500258,1610612749,MIL,7-11,28,18,21,25,0,0,0,0,92,1610612743,DEN,6-12,23,21,16,14,0,0,0,0,74
258,2015-11-30T00:00:00,21500259,1610612762,UTA,8-8,20,28,29,26,0,0,0,0,103,1610612744,GSW,19-0,26,27,30,23,0,0,0,0,106
259,2015-11-30T00:00:00,21500260,1610612758,SAC,7-12,23,31,22,36,0,0,0,0,112,1610612742,DAL,10-8,32,26,13,27,0,0,0,0,98
260,2015-11-30T00:00:00,21500261,1610612746,LAC,10-8,29,20,25,28,0,0,0,0,102,1610612757,POR,7-11,18,31,15,23,0,0,0,0,87
261,2015-12-01T00:00:00,21500262,1610612739,CLE,13-5,24,19,24,18,0,0,0,0,85,1610612764,WAS,7-8,27,27,26,17,0,0,0,0,97
262,2015-12-01T00:00:00,21500263,1610612755,PHI,1-18,26,24,30,23,0,0,0,0,103,1610612747,LAL,2-15,33,25,17,16,0,0,0,0,91
263,2015-12-01T00:00:00,21500264,1610612751,BKN,5-13,25,26,19,24,0,0,0,0,94,1610612756,PHX,8-10,20,22,31,18,0,0,0,0,91
264,2015-12-01T00:00:00,21500265,1610612750,MIN,8-10,14,27,26,26,0,0,0,0,93,1610612753,ORL,10-8,21,33,22,20,0,0,0,0,96
265,2015-12-01T00:00:00,21500266,1610612740,NOP,4-14,38,27,20,19,0,0,0,0,104,1610612763,MEM,11-8,27,37,27,22,0,0,0,0,113
266,2015-12-01T00:00:00,21500267,1610612757,POR,7-12,18,34,21,23,16,0,0,0,112,1610612742,DAL,11-8,27,23,24,22,19,0,0,0,115
267,2015-12-02T00:00:00,21500268,1610612766,CHA,10-8,23,28,21,27,0,0,0,0,99,1610612744,GSW,20-0,32,28,33,23,0,0,0,0,116
268,2015-12-02T00:00:00,21500269,1610612764,WAS,7-9,22,29,24,29,0,0,0,0,104,1610612747,LAL,3-15,34,23,21,30,0,0,0,0,108
269,2015-12-02T00:00:00,21500270,1610612765,DET,10-9,31,26,23,32,15,0,0,0,127,1610612756,PHX,8-11,26,31,32,23,10,0,0,0,122
270,2015-12-02T00:00:00,21500271,1610612752,NYK,9-10,27,27,27,18,0,0,0,0,99,1610612755,PHI,1-19,21,18,19,29,0,0,0,0,87
271,2015-12-02T00:00:00,21500272,1610612737,ATL,12-9,18,28,20,20,0,0,0,0,86,1610612761,TOR,12-7,16,16,25,39,0,0,0,0,96
272,2015-12-02T00:00:00,21500273,1610612741,CHI,11-5,28,23,17,31,0,0,0,0,99,1610612743,DEN,6-13,21,25,26,18,0,0,0,0,90
273,2015-12-02T00:00:00,21500274,1610612745,HOU,8-11,17,31,36,24,0,0,0,0,108,1610612740,NOP,4-15,29,21,32,19,0,0,0,0,101
274,2015-12-02T00:00:00,21500275,1610612759,SAS,15-4,28,20,28,19,0,0,0,0,95,1610612749,MIL,7-12,21,17,17,15,0,0,0,0,70
275,2015-12-02T00:00:00,21500276,1610612746,LAC,10-9,29,21,19,22,0,0,0,0,91,1610612754,IND,12-5,29,18,25,31,0,0,0,0,103
276,2015-12-03T00:00:00,21500277,1610612748,MIA,11-6,23,27,24,23,0,0,0,0,97,1610612760,OKC,11-8,28,23,25,19,0,0,0,0,95
277,2015-12-03T00:00:00,21500278,1610612761,TOR,12-8,19,23,29,34,0,0,0,0,105,1610612743,DEN,7-13,29,27,25,25,0,0,0,0,106
278,2015-12-03T00:00:00,21500279,1610612762,UTA,8-9,25,32,21,16,0,0,0,0,94,1610612753,ORL,11-8,29,25,23,26,0,0,0,0,103
279,2015-12-03T00:00:00,21500280,1610612763,MEM,11-9,21,15,21,26,0,0,0,0,83,1610612759,SAS,16-4,20,25,29,29,0,0,0,0,103
280,2015-12-03T00:00:00,21500281,1610612757,POR,8-12,28,28,41,26,0,0,0,0,123,1610612754,IND,12-6,31,28,31,21,0,0,0,0,111
281,2015-12-03T00:00:00,21500282,1610612758,SAC,7-13,17,19,32,29,0,0,0,0,97,1610612738,BOS,11-8,32,19,39,24,0,0,0,0,114
282,2015-12-04T00:00:00,21500283,1610612752,NYK,10-10,42,23,27,16,0,0,0,0,108,1610612751,BKN,5-14,21,21,25,24,0,0,0,0,91
283,2015-12-04T00:00:00,21500284,1610612764,WAS,8-9,22,29,27,31,0,0,0,0,109,1610612756,PHX,8-12,31,29,25,21,0,0,0,0,106
284,2015-12-04T00:00:00,21500285,1610612765,DET,11-9,17,34,16,35,0,0,0,0,102,1610612749,MIL,7-13,16,24,19,36,0,0,0,0,95
285,2015-12-04T00:00:00,21500286,1610612737,ATL,13-9,23,29,20,28,0,0,0,0,100,1610612747,LAL,3-16,19,17,30,21,0,0,0,0,87
286,2015-12-04T00:00:00,21500287,1610612742,DAL,11-9,28,25,25,18,0,0,0,0,96,1610612745,HOU,9-11,26,31,21,22,0,0,0,0,100
287,2015-12-04T00:00:00,21500288,1610612740,NOP,5-15,21,31,32,21,9,0,0,0,114,1610612739,CLE,13-6,27,26,24,28,3,0,0,0,108
288,2015-12-05T00:00:00,21500289,1610612755,PHI,1-20,25,34,26,20,0,0,0,0,105,1610612743,DEN,8-13,29,23,25,31,0,0,0,0,108
289,2015-12-05T00:00:00,21500290,1610612761,TOR,12-9,21,28,30,30,0,0,0,0,109,1610612744,GSW,21-0,32,27,24,29,0,0,0,0,112
290,2015-12-05T00:00:00,21500291,1610612748,MIA,12-6,34,26,23,16,0,0,0,0,99,1610612739,CLE,13-7,22,20,22,20,0,0,0,0,84
291,2015-12-05T00:00:00,21500292,1610612741,CHI,11-6,22,28,25,21,0,0,0,0,96,1610612766,CHA,11-8,26,26,20,30,0,0,0,0,102
292,2015-12-05T00:00:00,21500293,1610612745,HOU,10-11,29,23,32,36,0,0,0,0,120,1610612758,SAC,7-14,16,34,35,28,0,0,0,0,113
293,2015-12-05T00:00:00,21500294,1610612750,MIN,8-11,32,27,23,21,0,0,0,0,103,1610612757,POR,9-12,22,24,34,29,0,0,0,0,109
294,2015-12-05T00:00:00,21500295,1610612749,MIL,8-13,29,23,29,25,0,0,0,0,106,1610612752,NYK,10-11,24,24,21,22,0,0,0,0,91
295,2015-12-05T00:00:00,21500296,1610612759,SAS,17-4,29,29,28,22,0,0,0,0,108,1610612738,BOS,11-9,27,22,22,34,0,0,0,0,105
296,2015-12-05T00:00:00,21500297,1610612762,UTA,9-9,27,30,27,26,12,0,0,0,122,1610612754,IND,12-7,19,33,32,26,9,0,0,0,119
297,2015-12-05T00:00:00,21500298,1610612746,LAC,11-9,22,31,21,29,0,0,0,0,103,1610612753,ORL,11-9,24,26,29,22,0,0,0,0,101
298,2015-12-06T00:00:00,21500299,1610612763,MEM,12-9,20,23,24,28,0,0,0,0,95,1610612756,PHX,8-13,16,25,27,25,0,0,0,0,93
299,2015-12-06T00:00:00,21500300,1610612751,BKN,5-15,16,38,26,18,0,0,0,0,98,1610612744,GSW,22-0,30,27,30,27,0,0,0,0,114
300,2015-12-06T00:00:00,21500301,1610612765,DET,12-9,32,33,25,21,0,0,0,0,111,1610612747,LAL,3-17,19,23,23,26,0,0,0,0,91
301,2015-12-06T00:00:00,21500302,1610612764,WAS,8-10,28,30,26,20,0,0,0,0,104,1610612742,DAL,12-9,29,26,32,29,0,0,0,0,116
302,2015-12-06T00:00:00,21500303,1610612760,OKC,12-8,28,23,25,22,0,0,0,0,98,1610612758,SAC,7-15,25,23,16,31,0,0,0,0,95
303,2015-12-07T00:00:00,21500304,1610612766,CHA,12-8,28,34,26,16,0,0,0,0,104,1610612765,DET,12-10,20,31,19,14,0,0,0,0,84
304,2015-12-07T00:00:00,21500305,1610612755,PHI,1-21,17,12,23,16,0,0,0,0,68,1610612759,SAS,18-4,33,32,31,23,0,0,0,0,119
305,2015-12-07T00:00:00,21500306,1610612748,MIA,12-7,19,36,29,19,0,0,0,0,103,1610612764,WAS,9-10,29,31,27,27,0,0,0,0,114
306,2015-12-07T00:00:00,21500307,1610612752,NYK,10-12,28,22,22,25,0,0,0,0,97,1610612742,DAL,13-9,34,29,25,16,0,0,0,0,104
307,2015-12-07T00:00:00,21500308,1610612761,TOR,13-9,25,27,19,31,0,0,0,0,102,1610612747,LAL,3-18,22,20,29,22,0,0,0,0,93
308,2015-12-07T00:00:00,21500309,1610612741,CHI,11-7,30,21,26,24,0,0,0,0,101,1610612756,PHX,9-13,27,24,10,42,0,0,0,0,103
309,2015-12-07T00:00:00,21500310,1610612749,MIL,9-13,25,17,18,30,0,0,0,0,90,1610612757,POR,9-13,16,17,29,26,0,0,0,0,88
310,2015-12-07T00:00:00,21500311,1610612750,MIN,8-12,25,27,25,29,0,0,0,0,106,1610612746,LAC,12-9,29,21,21,39,0,0,0,0,110
311,2015-12-07T00:00:00,21500312,1610612740,NOP,5-16,25,19,23,26,0,0,0,0,93,1610612738,BOS,12-9,25,28,28,30,0,0,0,0,111
312,2015-12-08T00:00:00,21500313,1610612739,CLE,14-7,17,30,30,28,0,0,0,0,105,1610612757,POR,9-14,25,31,19,25,0,0,0,0,100
313,2015-12-08T00:00:00,21500314,1610612754,IND,12-8,28,32,23,40,0,0,0,0,123,1610612744,GSW,23-0,44,35,32,20,0,0,0,0,131
314,2015-12-08T00:00:00,21500315,1610612751,BKN,6-15,31,26,23,30,0,0,0,0,110,1610612745,HOU,10-12,24,22,26,33,0,0,0,0,105
315,2015-12-08T00:00:00,21500316,1610612763,MEM,12-10,25,22,16,25,0,0,0,0,88,1610612760,OKC,13-8,28,31,39,27,0,0,0,0,125
316,2015-12-08T00:00:00,21500317,1610612743,DEN,8-14,26,21,16,11,0,0,0,0,74,1610612753,ORL,12-9,26,14,22,23,0,0,0,0,85
317,2015-12-08T00:00:00,21500318,1610612758,SAC,8-15,33,21,32,28,0,0,0,0,114,1610612762,UTA,9-10,22,26,32,26,0,0,0,0,106
318,2015-12-09T00:00:00,21500319,1610612738,BOS,13-9,24,27,24,30,0,0,0,0,105,1610612741,CHI,11-8,24,30,21,25,0,0,0,0,100
319,2015-12-09T00:00:00,21500320,1610612766,CHA,13-8,27,29,24,19,0,0,0,0,99,1610612748,MIA,12-8,17,19,18,27,0,0,0,0,81
320,2015-12-09T00:00:00,21500321,1610612764,WAS,9-11,17,30,36,20,0,0,0,0,103,1610612745,HOU,11-12,30,26,26,27,0,0,0,0,109
321,2015-12-09T00:00:00,21500322,1610612765,DET,12-11,17,30,27,18,0,0,0,0,92,1610612763,MEM,13-10,24,19,24,26,0,0,0,0,93
322,2015-12-09T00:00:00,21500323,1610612761,TOR,14-9,27,26,20,24,0,0,0,0,97,1610612759,SAS,18-5,21,25,16,32,0,0,0,0,94
323,2015-12-09T00:00:00,21500324,1610612749,MIL,9-14,26,22,20,27,0,0,0,0,95,1610612746,LAC,13-9,25,22,28,34,0,0,0,0,109
324,2015-12-09T00:00:00,21500325,1610612750,MIN,9-12,35,24,25,30,9,0,0,0,123,1610612747,LAL,3-19,32,25,24,33,8,0,0,0,122
325,2015-12-09T00:00:00,21500326,1610612756,PHX,10-13,21,28,35,23,0,0,0,0,107,1610612753,ORL,12-10,24,23,26,31,0,0,0,0,104
326,2015-12-09T00:00:00,21500327,1610612762,UTA,10-10,29,31,22,24,0,0,0,0,106,1610612752,NYK,10-13,11,24,24,26,0,0,0,0,85
327,2015-12-09T00:00:00,21500328,1610612742,DAL,13-10,23,21,28,23,0,0,0,0,95,1610612737,ATL,14-9,22,27,27,22,0,0,0,0,98
328,2015-12-10T00:00:00,21500329,1610612751,BKN,7-15,24,28,18,30,0,0,0,0,100,1610612755,PHI,1-22,13,31,30,17,0,0,0,0,91
329,2015-12-10T00:00:00,21500330,1610612741,CHI,12-8,23,21,20,19,0,0,0,0,83,1610612746,LAC,13-10,24,11,19,26,0,0,0,0,80
330,2015-12-10T00:00:00,21500331,1610612760,OKC,14-8,35,25,23,24,0,0,0,0,107,1610612737,ATL,14-10,28,21,26,19,0,0,0,0,94
331,2015-12-10T00:00:00,21500332,1610612758,SAC,9-15,24,22,30,23,0,0,0,0,99,1610612752,NYK,10-14,16,23,26,32,0,0,0,0,97
332,2015-12-11T00:00:00,21500333,1610612754,IND,13-8,20,27,30,19,0,0,0,0,96,1610612748,MIA,12-9,21,27,20,15,0,0,0,0,83
333,2015-12-11T00:00:00,21500334,1610612753,ORL,12-11,20,17,15,24,0,0,0,0,76,1610612739,CLE,15-7,22,31,30,28,0,0,0,0,111
