,DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,HOME_TEAM_W_L,HOME_QTR1,HOME_QTR2,HOME_QTR3,HOME_QTR4,HOME_OT1,HOME_OT2,HOME_OT3,HOME_OT4,HOME_PTS,AWAY_TEAM_ID,AWAY_TEAM,AWAY_TEAM_W_L,AWAY_QTR1,AWAY_QTR2,AWAY_QTR3,AWAY_QTR4,AWAY_OT1,AWAY_OT2,AWAY_OT3,AWAY_OT4,AWAY_PTS,MOV,QTR1_MOV,QTR2_MOV,QTR3_MOV,HOME_HALFTIME,AWAY_HALFTIME,HALFTIME_MOV,HALFTIME_HOME_FG,HALFTIME_HOME_FG_MISSES,HALFTIME_HOME_FG_PCT,HALFTIME_HOME_REBOUNDS,HALFTIME_VISITING_FG,HALFTIME_VISITING_FG_PCT,HALFTIME_VISITING_MISSES,HALFTIME_VISITING_REBOUNDS,HALFTIME_FG_DIFF,HALFTIME_REBOUNDS_DIFF
298,2015-12-06,21500299,1610612763,MEM,12-9,20,23,24,28,0,0,0,0,95,1610612756,PHX,8-13,16,25,27,25,0,0,0,0,93,2,4,-2,-3,43,41,2,35,54,0.393258426966,46,35,0.432098765432,46,47,-0.038840338466,-1
299,2015-12-06,21500300,1610612751,BKN,5-15,16,38,26,18,0,0,0,0,98,1610612744,GSW,22-0,30,27,30,27,0,0,0,0,114,-16,-14,11,-4,54,57,-3,37,50,0.425287356322,46,40,0.487804878049,42,46,-0.062517521727,0
300,2015-12-06,21500301,1610612765,DET,12-9,32,33,25,21,0,0,0,0,111,1610612747,LAL,3-17,19,23,23,26,0,0,0,0,91,20,13,10,2,65,42,23,40,52,0.434782608696,61,32,0.4,48,39,0.034782608696,22
301,2015-12-06,21500302,1610612764,WAS,8-10,28,30,26,20,0,0,0,0,104,1610612742,DAL,12-9,29,26,32,29,0,0,0,0,116,-12,-1,4,-6,58,55,3,42,47,0.47191011236,31,38,0.5,38,50,-0.02808988764,-19
302,2015-12-06,21500303,1610612760,OKC,12-8,28,23,25,22,0,0,0,0,98,1610612758,SAC,7-15,25,23,16,31,0,0,0,0,95,3,3,0,9,51,48,3,34,51,0.4,62,35,0.397727272727,53,41,0.002272727273,21
303,2015-12-07,21500304,1610612766,CHA,12-8,28,34,26,16,0,0,0,0,104,1610612765,DET,12-10,20,31,19,14,0,0,0,0,84,20,8,3,7,62,51,11,35,48,0.421686746988,57,31,0.360465116279,55,41,0.061221630709,16
304,2015-12-07,21500305,1610612755,PHI,1-21,17,12,23,16,0,0,0,0,68,1610612759,SAS,18-4,33,32,31,23,0,0,0,0,119,-51,-16,-20,-8,29,65,-36,16,36,0.307692307692,23,35,0.660377358491,18,34,-0.352685050799,-11
305,2015-12-07,21500306,1610612748,MIA,12-7,19,36,29,19,0,0,0,0,103,1610612764,WAS,9-10,29,31,27,27,0,0,0,0,114,-11,-10,5,2,55,60,-5,37,28,0.569230769231,34,43,0.483146067416,46,37,0.086084701815,-3
306,2015-12-07,21500307,1610612752,NYK,10-12,28,22,22,25,0,0,0,0,97,1610612742,DAL,13-9,34,29,25,16,0,0,0,0,104,-7,-6,-7,-3,50,63,-13,39,44,0.469879518072,37,37,0.451219512195,45,43,0.018660005877,-6
307,2015-12-07,21500308,1610612761,TOR,13-9,25,27,19,31,0,0,0,0,102,1610612747,LAL,3-18,22,20,29,22,0,0,0,0,93,9,3,7,-10,52,42,10,33,40,0.452054794521,38,31,0.3875,49,47,0.064554794521,-9
308,2015-12-07,21500309,1610612741,CHI,11-7,30,21,26,24,0,0,0,0,101,1610612756,PHX,9-13,27,24,10,42,0,0,0,0,103,-2,3,-3,16,51,51,0,40,49,0.449438202247,48,39,0.433333333333,51,40,0.016104868914,8
309,2015-12-07,21500310,1610612749,MIL,9-13,25,17,18,30,0,0,0,0,90,1610612757,POR,9-13,16,17,29,26,0,0,0,0,88,2,9,0,-11,42,33,9,30,43,0.41095890411,45,32,0.380952380952,52,46,0.030006523158,-1
310,2015-12-07,21500311,1610612750,MIN,8-12,25,27,25,29,0,0,0,0,106,1610612746,LAC,12-9,29,21,21,39,0,0,0,0,110,-4,-4,6,4,52,50,2,36,46,0.439024390244,46,38,0.441860465116,48,43,-0.002836074872,3
311,2015-12-07,21500312,1610612740,NOP,5-16,25,19,23,26,0,0,0,0,93,1610612738,BOS,12-9,25,28,28,30,0,0,0,0,111,-18,0,-9,-5,44,53,-9,36,53,0.404494382022,44,40,0.493827160494,41,46,-0.089332778472,-2
312,2015-12-08,21500313,1610612739,CLE,14-7,17,30,30,28,0,0,0,0,105,1610612757,POR,9-14,25,31,19,25,0,0,0,0,100,5,-8,-1,11,47,56,-9,40,39,0.506329113924,30,39,0.5,39,36,0.006329113924,-6
313,2015-12-08,21500314,1610612754,IND,12-8,28,32,23,40,0,0,0,0,123,1610612744,GSW,23-0,44,35,32,20,0,0,0,0,131,-8,-16,-3,-9,60,79,-19,44,56,0.44,44,51,0.542553191489,43,46,-0.102553191489,-2
314,2015-12-08,21500315,1610612751,BKN,6-15,31,26,23,30,0,0,0,0,110,1610612745,HOU,10-12,24,22,26,33,0,0,0,0,105,5,7,4,-3,57,46,11,45,36,0.555555555556,42,37,0.4625,43,36,0.093055555556,6
315,2015-12-08,21500316,1610612763,MEM,12-10,25,22,16,25,0,0,0,0,88,1610612760,OKC,13-8,28,31,39,27,0,0,0,0,125,-37,-3,-9,-23,47,59,-12,32,48,0.4,33,46,0.55421686747,37,46,-0.15421686747,-13
316,2015-12-08,21500317,1610612743,DEN,8-14,26,21,16,11,0,0,0,0,74,1610612753,ORL,12-9,26,14,22,23,0,0,0,0,85,-11,0,7,-6,47,40,7,27,56,0.325301204819,47,36,0.418604651163,50,54,-0.093303446344,-7
317,2015-12-08,21500318,1610612758,SAC,8-15,33,21,32,28,0,0,0,0,114,1610612762,UTA,9-10,22,26,32,26,0,0,0,0,106,8,11,-5,0,54,48,6,42,34,0.552631578947,40,36,0.4,54,44,0.152631578947,-4
318,2015-12-09,21500319,1610612738,BOS,13-9,24,27,24,30,0,0,0,0,105,1610612741,CHI,11-8,24,30,21,25,0,0,0,0,100,5,0,-3,3,51,54,-3,37,54,0.406593406593,45,39,0.428571428571,52,50,-0.021978021978,-5
319,2015-12-09,21500320,1610612766,CHA,13-8,27,29,24,19,0,0,0,0,99,1610612748,MIA,12-8,17,19,18,27,0,0,0,0,81,18,10,10,6,56,36,20,39,41,0.4875,40,27,0.369863013699,46,43,0.117636986301,-3
320,2015-12-09,21500321,1610612764,WAS,9-11,17,30,36,20,0,0,0,0,103,1610612745,HOU,11-12,30,26,26,27,0,0,0,0,109,-6,-13,4,10,47,56,-9,37,50,0.425287356322,47,39,0.475609756098,43,42,-0.050322399776,5
321,2015-12-09,21500322,1610612765,DET,12-11,17,30,27,18,0,0,0,0,92,1610612763,MEM,13-10,24,19,24,26,0,0,0,0,93,-1,-7,11,3,47,43,4,35,50,0.411764705882,43,41,0.465909090909,47,53,-0.054144385027,-10
322,2015-12-09,21500323,1610612761,TOR,14-9,27,26,20,24,0,0,0,0,97,1610612759,SAS,18-5,21,25,16,32,0,0,0,0,94,3,6,1,4,53,46,7,34,27,0.55737704918,34,31,0.424657534247,42,35,0.132719514933,-1
323,2015-12-09,21500324,1610612749,MIL,9-14,26,22,20,27,0,0,0,0,95,1610612746,LAC,13-9,25,22,28,34,0,0,0,0,109,-14,1,0,-8,48,47,1,38,48,0.441860465116,40,37,0.4625,43,51,-0.020639534884,-11
324,2015-12-09,21500325,1610612750,MIN,9-12,35,24,25,30,9,0,0,0,123,1610612747,LAL,3-19,32,25,24,33,8,0,0,0,122,1,3,-1,1,59,57,2,45,47,0.489130434783,47,44,0.494382022472,45,40,-0.005251587689,7
325,2015-12-09,21500326,1610612756,PHX,10-13,21,28,35,23,0,0,0,0,107,1610612753,ORL,12-10,24,23,26,31,0,0,0,0,104,3,-3,5,9,49,47,2,38,39,0.493506493506,44,38,0.457831325301,45,32,0.035675168205,12
326,2015-12-09,21500327,1610612762,UTA,10-10,29,31,22,24,0,0,0,0,106,1610612752,NYK,10-13,11,24,24,26,0,0,0,0,85,21,18,7,-2,60,35,25,37,41,0.474358974359,51,30,0.38961038961,47,36,0.084748584749,15
327,2015-12-09,21500328,1610612742,DAL,13-10,23,21,28,23,0,0,0,0,95,1610612737,ATL,14-9,22,27,27,22,0,0,0,0,98,-3,1,-6,1,44,49,-5,33,64,0.340206185567,51,36,0.461538461538,42,47,-0.121332275971,4
328,2015-12-10,21500329,1610612751,BKN,7-15,24,28,18,30,0,0,0,0,100,1610612755,PHI,1-22,13,31,30,17,0,0,0,0,91,9,11,-3,-12,52,44,8,37,37,0.5,43,33,0.383720930233,53,38,0.116279069767,5
329,2015-12-10,21500330,1610612741,CHI,12-8,23,21,20,19,0,0,0,0,83,1610612746,LAC,13-10,24,11,19,26,0,0,0,0,80,3,-1,10,1,44,35,9,30,56,0.348837209302,54,30,0.340909090909,58,52,0.007928118393,2
330,2015-12-10,21500331,1610612760,OKC,14-8,35,25,23,24,0,0,0,0,107,1610612737,ATL,14-10,28,21,26,19,0,0,0,0,94,13,7,4,-3,60,49,11,38,41,0.481012658228,52,35,0.448717948718,43,34,0.03229470951,18
331,2015-12-10,21500332,1610612758,SAC,9-15,24,22,30,23,0,0,0,0,99,1610612752,NYK,10-14,16,23,26,32,0,0,0,0,97,2,8,-1,4,46,39,7,40,51,0.43956043956,44,31,0.382716049383,50,54,0.056844390177,-10
332,2015-12-11,21500333,1610612754,IND,13-8,20,27,30,19,0,0,0,0,96,1610612748,MIA,12-9,21,27,20,15,0,0,0,0,83,13,-1,0,10,47,48,-1,36,50,0.418604651163,45,34,0.425,46,45,-0.006395348837,0
333,2015-12-11,21500334,1610612753,ORL,12-11,20,17,15,24,0,0,0,0,76,1610612739,CLE,15-7,22,31,30,28,0,0,0,0,111,-35,-2,-14,-15,37,53,-16,27,44,0.380281690141,30,41,0.569444444444,31,43,-0.189162754303,-13
334,2015-12-11,21500335,1610612755,PHI,1-23,14,32,20,29,0,0,0,0,95,1610612765,DET,13-11,35,23,31,18,0,0,0,0,107,-12,-21,9,-11,46,58,-12,35,44,0.443037974684,44,40,0.444444444444,50,48,-0.00140646976,-4
335,2015-12-11,21500336,1610612738,BOS,13-10,25,28,22,28,7,9,0,0,119,1610612744,GSW,24-0,26,31,25,21,7,14,0,0,124,-5,-1,-3,-3,53,57,-4,47,65,0.419642857143,51,39,0.375,65,67,0.044642857143,-16
336,2015-12-11,21500337,1610612761,TOR,15-9,24,25,21,20,0,0,0,0,90,1610612749,MIL,9-15,17,14,29,23,0,0,0,0,83,7,7,11,-8,49,31,18,33,36,0.478260869565,39,33,0.4125,47,40,0.065760869565,-1
337,2015-12-11,21500338,1610612763,MEM,13-11,35,19,19,26,0,0,0,0,99,1610612766,CHA,14-8,29,30,34,30,0,0,0,0,123,-24,6,-11,-15,54,59,-5,32,48,0.4,40,38,0.493506493506,39,41,-0.093506493506,-1
338,2015-12-11,21500339,1610612740,NOP,6-16,29,26,22,30,0,0,0,0,107,1610612764,WAS,9-12,27,27,23,28,0,0,0,0,105,2,2,-1,-1,55,54,1,39,40,0.493670886076,41,39,0.493670886076,40,33,0.0,8
339,2015-12-11,21500340,1610612743,DEN,9-14,23,18,32,27,11,0,0,0,111,1610612750,MIN,9-13,29,27,22,22,8,0,0,0,108,3,-6,-9,10,41,56,-15,37,48,0.435294117647,50,38,0.436781609195,49,43,-0.001487491548,7
340,2015-12-11,21500341,1610612762,UTA,10-11,15,29,23,23,0,0,0,0,90,1610612760,OKC,15-8,27,25,20,22,0,0,0,0,94,-4,-12,4,3,44,52,-8,31,45,0.407894736842,39,34,0.447368421053,42,45,-0.039473684211,-6
341,2015-12-11,21500342,1610612759,SAS,19-5,31,20,28,30,0,0,0,0,109,1610612747,LAL,3-20,27,22,22,16,0,0,0,0,87,22,4,-2,6,51,49,2,44,38,0.536585365854,49,35,0.402298850575,52,36,0.134286515279,13
342,2015-12-11,21500343,1610612756,PHX,10-14,26,35,21,14,0,0,0,0,96,1610612757,POR,10-14,33,24,21,28,0,0,0,0,106,-10,-7,11,0,61,57,4,36,47,0.433734939759,40,43,0.457446808511,51,51,-0.023711868752,-11
343,2015-12-12,21500344,1610612751,BKN,7-16,20,24,19,37,0,0,0,0,100,1610612746,LAC,14-10,28,29,20,28,0,0,0,0,105,-5,-8,-5,-1,44,57,-13,34,44,0.435897435897,46,43,0.5,43,40,-0.064102564103,6
344,2015-12-12,21500345,1610612766,CHA,14-9,17,25,27,24,0,0,0,0,93,1610612738,BOS,14-10,16,22,35,25,0,0,0,0,98,-5,1,3,-8,42,38,4,35,52,0.402298850575,52,40,0.416666666667,56,42,-0.014367816092,10
345,2015-12-12,21500346,1610612765,DET,14-11,28,37,37,16,0,0,0,0,118,1610612754,IND,13-9,29,26,24,17,0,0,0,0,96,22,-1,11,13,65,55,10,44,45,0.494382022472,46,39,0.4875,41,33,0.006882022472,13
346,2015-12-12,21500347,1610612737,ATL,14-11,13,12,30,23,0,0,0,0,78,1610612759,SAS,20-5,22,25,32,24,0,0,0,0,103,-25,-9,-13,-2,25,47,-22,30,50,0.375,33,36,0.486486486486,38,49,-0.111486486486,-16
347,2015-12-12,21500348,1610612741,CHI,13-8,20,22,22,34,0,0,0,0,98,1610612740,NOP,6-17,28,17,25,24,0,0,0,0,94,4,-8,5,-3,42,45,-3,33,45,0.423076923077,48,39,0.443181818182,49,41,-0.020104895105,7
348,2015-12-12,21500349,1610612745,HOU,12-12,32,31,28,35,0,0,0,0,126,1610612747,LAL,3-21,25,21,30,21,0,0,0,0,97,29,7,10,-2,63,46,17,45,43,0.511363636364,52,34,0.390804597701,53,40,0.120559038663,12
349,2015-12-12,21500350,1610612742,DAL,13-11,28,22,22,39,0,0,0,0,111,1610612764,WAS,10-12,26,25,39,24,0,0,0,0,114,-3,2,-3,-17,50,51,-1,36,51,0.413793103448,46,41,0.5,41,39,-0.086206896552,7
350,2015-12-12,21500351,1610612749,MIL,10-15,30,29,21,28,0,0,0,0,108,1610612744,GSW,24-1,28,20,29,18,0,0,0,0,95,13,2,9,-8,59,48,11,44,46,0.488888888889,44,36,0.404494382022,53,49,0.084394506867,-5
351,2015-12-12,21500352,1610612757,POR,10-15,29,27,30,24,0,0,0,0,110,1610612752,NYK,11-14,21,34,21,36,0,0,0,0,112,-2,8,-7,9,56,55,1,39,48,0.448275862069,39,36,0.5,36,34,-0.051724137931,5
352,2015-12-13,21500353,1610612756,PHX,11-14,25,30,30,23,0,0,0,0,108,1610612750,MIN,9-14,27,22,17,35,0,0,0,0,101,7,-2,8,13,55,49,6,37,48,0.435294117647,38,32,0.444444444444,40,38,-0.009150326797,0
353,2015-12-13,21500354,1610612748,MIA,13-9,21,27,23,29,0,0,0,0,100,1610612763,MEM,13-12,27,29,22,19,0,0,0,0,97,3,-6,-2,1,48,56,-8,34,40,0.459459459459,35,38,0.506666666667,37,33,-0.047207207208,2
354,2015-12-13,21500355,1610612761,TOR,16-9,32,20,17,27,0,0,0,0,96,1610612755,PHI,1-24,24,20,14,18,0,0,0,0,76,20,8,0,3,52,44,8,29,46,0.386666666667,41,27,0.325301204819,56,52,0.061365461848,-11
355,2015-12-13,21500356,1610612760,OKC,16-8,16,22,33,25,8,0,0,0,104,1610612762,UTA,10-12,21,30,25,20,2,0,0,0,98,6,-5,-8,8,38,51,-13,32,44,0.421052631579,42,38,0.408602150538,55,44,0.012450481041,-2
356,2015-12-14,21500357,1610612754,IND,14-9,27,25,21,33,0,0,0,0,106,1610612761,TOR,16-10,28,13,23,26,0,0,0,0,90,16,-1,12,-2,52,41,11,40,45,0.470588235294,44,24,0.328767123288,49,45,0.141821112006,-1
357,2015-12-14,21500358,1610612751,BKN,7-17,25,20,24,13,0,0,0,0,82,1610612753,ORL,13-11,25,27,31,22,0,0,0,0,105,-23,0,-7,-7,45,52,-7,29,49,0.371794871795,39,40,0.533333333333,35,43,-0.161538461538,-4
358,2015-12-14,21500359,1610612765,DET,14-12,27,12,24,31,9,0,0,0,103,1610612746,LAC,15-10,27,21,25,21,11,0,0,0,105,-2,0,-9,-1,39,48,-9,37,52,0.415730337079,54,44,0.453608247423,53,39,-0.037877910344,15
359,2015-12-14,21500360,1610612737,ATL,14-12,20,18,23,27,0,0,0,0,88,1610612748,MIA,14-9,22,25,27,26,0,0,0,0,100,-12,-2,-7,-4,38,47,-9,33,51,0.392857142857,37,38,0.436781609195,49,54,-0.043924466338,-17
360,2015-12-14,21500361,1610612741,CHI,14-8,24,27,34,30,0,0,0,0,115,1610612755,PHI,1-25,19,37,12,28,0,0,0,0,96,19,5,-10,22,51,56,-5,41,42,0.493975903614,53,38,0.413043478261,54,36,0.080932425353,17
361,2015-12-14,21500362,1610612763,MEM,14-12,25,32,26,29,0,0,0,0,112,1610612764,WAS,10-13,21,25,15,34,0,0,0,0,95,17,4,7,11,57,46,11,44,34,0.564102564103,39,36,0.423529411765,49,36,0.140573152338,3
362,2015-12-14,21500363,1610612742,DAL,14-11,25,21,31,27,0,0,0,0,104,1610612756,PHX,11-15,21,22,15,36,0,0,0,0,94,10,4,-1,16,46,43,3,32,39,0.450704225352,41,32,0.405063291139,47,47,0.045640934213,-6
363,2015-12-14,21500364,1610612759,SAS,21-5,29,30,39,20,0,0,0,0,118,1610612762,UTA,10-13,15,21,22,23,0,0,0,0,81,37,14,9,17,59,36,23,39,33,0.541666666667,48,31,0.402597402597,46,32,0.13906926407,16
364,2015-12-14,21500365,1610612743,DEN,10-14,36,18,34,26,0,0,0,0,114,1610612745,HOU,12-13,22,36,24,26,0,0,0,0,108,6,14,-18,10,54,58,-4,42,40,0.512195121951,52,40,0.46511627907,46,26,0.047078842881,26
365,2015-12-14,21500366,1610612757,POR,11-15,26,24,28,27,0,0,0,0,105,1610612740,NOP,6-18,31,17,21,32,0,0,0,0,101,4,-5,7,7,50,48,2,35,46,0.432098765432,50,34,0.425,46,41,0.007098765432,9
366,2015-12-15,21500367,1610612738,BOS,14-11,25,21,15,16,0,0,0,0,77,1610612739,CLE,16-7,23,17,29,20,0,0,0,0,89,-12,2,4,-14,46,40,6,27,59,0.313953488372,41,32,0.432432432432,42,46,-0.11847894406,-5
367,2015-12-15,21500368,1610612750,MIN,9-15,24,25,31,20,0,0,0,0,100,1610612743,DEN,11-14,27,36,29,20,0,0,0,0,112,-12,-3,-11,2,49,63,-14,36,41,0.467532467532,31,41,0.561643835616,32,39,-0.094111368084,-8
368,2015-12-15,21500369,1610612758,SAC,10-15,31,26,25,25,0,0,0,0,107,1610612745,HOU,12-14,31,19,24,23,0,0,0,0,97,10,0,7,1,57,50,7,38,37,0.506666666667,47,34,0.414634146341,48,36,0.092032520326,11
369,2015-12-15,21500370,1610612747,LAL,4-21,30,25,31,27,0,0,0,0,113,1610612749,MIL,10-16,25,21,20,29,0,0,0,0,95,18,5,4,11,55,46,9,36,48,0.428571428571,52,37,0.451219512195,45,38,-0.022648083624,14
370,2015-12-16,21500371,1610612754,IND,15-9,20,25,30,32,0,0,0,0,107,1610612742,DAL,14-12,19,28,17,17,0,0,0,0,81,26,1,-3,13,45,47,-2,42,46,0.477272727273,47,32,0.359550561798,57,47,0.117722165475,0
371,2015-12-16,21500372,1610612753,ORL,14-11,30,28,31,24,0,0,0,0,113,1610612766,CHA,14-10,23,22,28,25,0,0,0,0,98,15,7,6,3,58,45,13,43,34,0.558441558442,40,35,0.448717948718,43,33,0.109723609724,7
372,2015-12-16,21500373,1610612751,BKN,7-18,30,20,28,20,0,0,0,0,98,1610612748,MIA,15-9,22,33,29,20,0,0,0,0,104,-6,8,-13,-1,50,55,-5,39,47,0.453488372093,35,39,0.527027027027,35,45,-0.073538654934,-10
373,2015-12-16,21500374,1610612765,DET,15-12,18,37,30,34,0,0,0,0,119,1610612738,BOS,14-12,25,27,31,33,0,0,0,0,116,3,-7,10,-1,55,52,3,35,40,0.466666666667,36,43,0.483146067416,46,44,-0.016479400749,-8
374,2015-12-16,21500375,1610612752,NYK,12-14,27,33,18,29,0,0,0,0,107,1610612750,MIN,9-16,26,14,30,32,0,0,0,0,102,5,1,19,-12,60,40,20,34,48,0.414634146341,50,41,0.41,59,50,0.004634146341,0
375,2015-12-16,21500376,1610612737,ATL,15-12,32,34,36,25,0,0,0,0,127,1610612755,PHI,1-26,23,32,21,30,0,0,0,0,106,21,9,2,15,66,55,11,46,30,0.605263157895,25,39,0.52,36,32,0.085263157895,-7
376,2015-12-16,21500377,1610612741,CHI,15-8,30,20,24,24,0,0,0,0,98,1610612763,MEM,14-13,26,27,13,19,0,0,0,0,85,13,4,-7,11,50,53,-3,33,48,0.407407407407,45,31,0.413333333333,44,41,-0.005925925926,4
377,2015-12-16,21500378,1610612760,OKC,17-8,31,21,36,18,0,0,0,0,106,1610612757,POR,11-16,26,19,22,23,0,0,0,0,90,16,5,2,14,52,45,7,36,41,0.467532467532,51,31,0.340659340659,60,47,0.126873126873,4
378,2015-12-16,21500379,1610612759,SAS,22-5,26,29,31,28,0,0,0,0,114,1610612764,WAS,10-14,31,21,19,24,0,0,0,0,95,19,-5,8,12,55,52,3,43,39,0.524390243902,43,34,0.409638554217,49,38,0.114751689685,5
379,2015-12-16,21500380,1610612762,UTA,10-14,24,26,29,15,0,0,0,0,94,1610612740,NOP,7-18,27,24,22,31,0,0,0,0,104,-10,-3,2,7,50,51,-1,30,35,0.461538461538,34,30,0.434782608696,39,36,0.026755852842,-2
380,2015-12-16,21500381,1610612744,GSW,25-1,26,33,46,23,0,0,0,0,128,1610612756,PHX,11-16,28,18,19,38,0,0,0,0,103,25,-2,15,27,59,46,13,42,42,0.5,49,40,0.444444444444,50,41,0.055555555556,8
381,2015-12-16,21500382,1610612746,LAC,16-10,29,25,24,25,0,0,0,0,103,1610612749,MIL,10-17,21,22,23,24,0,0,0,0,90,13,8,3,1,54,43,11,35,39,0.472972972973,40,38,0.431818181818,50,41,0.041154791155,-1
382,2015-12-17,21500383,1610612766,CHA,15-10,25,31,21,13,19,0,0,0,109,1610612761,TOR,16-11,20,24,21,25,9,0,0,0,99,10,5,7,0,56,44,12,35,48,0.421686746988,51,35,0.360824742268,62,46,0.06086200472,5
383,2015-12-17,21500384,1610612739,CLE,17-7,26,20,28,30,0,0,0,0,104,1610612760,OKC,17-9,28,19,31,22,0,0,0,0,100,4,-2,1,-3,46,47,-1,39,47,0.453488372093,42,34,0.465753424658,39,36,-0.012265052565,6
384,2015-12-17,21500385,1610612747,LAL,4-22,18,21,29,19,0,0,0,0,87,1610612745,HOU,13-14,29,23,26,29,0,0,0,0,107,-20,-11,-2,3,39,52,-13,35,48,0.421686746988,46,34,0.386363636364,54,54,0.035323110624,-8
385,2015-12-18,21500386,1610612754,IND,16-9,23,26,23,32,0,0,0,0,104,1610612751,BKN,7-19,18,29,30,20,0,0,0,0,97,7,5,-3,-7,49,47,2,36,52,0.409090909091,52,34,0.404761904762,50,42,0.004329004329,10
386,2015-12-18,21500387,1610612753,ORL,15-11,29,20,25,28,0,0,0,0,102,1610612757,POR,11-17,26,22,20,26,0,0,0,0,94,8,3,-2,5,49,48,1,37,45,0.451219512195,48,32,0.438356164384,41,42,0.012863347811,6
387,2015-12-18,21500388,1610612755,PHI,1-27,23,21,24,29,0,0,0,0,97,1610612752,NYK,13-14,30,35,24,18,0,0,0,0,107,-10,-7,-14,0,44,65,-21,34,40,0.459459459459,36,38,0.457831325301,45,49,0.001628134158,-13
388,2015-12-18,21500389,1610612738,BOS,14-13,25,18,30,28,0,0,0,0,101,1610612737,ATL,16-12,19,23,29,38,0,0,0,0,109,-8,6,-5,1,43,42,1,34,43,0.441558441558,43,41,0.465909090909,47,42,-0.024350649351,1
389,2015-12-18,21500390,1610612748,MIA,15-10,25,30,22,17,0,0,0,0,94,1610612761,TOR,17-11,27,23,31,27,0,0,0,0,108,-14,-2,7,-9,55,50,5,33,39,0.458333333333,34,40,0.506329113924,39,38,-0.047995780591,-4
390,2015-12-18,21500391,1610612741,CHI,15-9,27,25,25,28,11,7,4,17,144,1610612765,DET,16-12,30,25,19,31,11,7,4,20,147,-3,-3,0,6,52,55,-3,49,70,0.411764705882,62,55,0.447154471545,68,64,-0.035389765663,-2
391,2015-12-18,21500392,1610612750,MIN,10-16,31,27,25,16,0,0,0,0,99,1610612758,SAC,10-16,24,30,23,18,0,0,0,0,95,4,7,-3,2,58,54,4,36,43,0.455696202532,49,37,0.4625,43,31,-0.006803797468,18
392,2015-12-18,21500393,1610612759,SAS,23-5,26,29,30,30,0,0,0,0,115,1610612746,LAC,16-11,30,25,33,19,0,0,0,0,107,8,-4,4,-3,55,55,0,40,44,0.47619047619,44,35,0.492957746479,36,37,-0.016767270289,7
393,2015-12-18,21500394,1610612742,DAL,15-12,25,30,20,22,0,0,0,0,97,1610612763,MEM,14-14,26,23,17,22,0,0,0,0,88,9,-1,7,3,55,49,6,32,44,0.421052631579,50,30,0.375,50,39,0.046052631579,11
394,2015-12-18,21500395,1610612762,UTA,11-14,30,23,24,20,0,0,0,0,97,1610612743,DEN,11-15,23,26,24,15,0,0,0,0,88,9,7,-3,0,53,49,4,32,39,0.450704225352,39,30,0.384615384615,48,44,0.066088840737,-5
395,2015-12-18,21500396,1610612756,PHX,12-16,28,25,24,27,0,0,0,0,104,1610612740,NOP,7-19,17,25,22,24,0,0,0,0,88,16,11,0,2,53,42,11,44,40,0.52380952381,45,25,0.357142857143,45,36,0.166666666667,9
396,2015-12-18,21500397,1610612744,GSW,26-1,33,25,27,36,0,0,0,0,121,1610612749,MIL,10-18,36,34,23,19,0,0,0,0,112,9,-3,-9,4,58,70,-12,37,45,0.451219512195,46,40,0.449438202247,49,41,0.001781309948,5
397,2015-12-19,21500398,1610612760,OKC,18-9,35,32,25,26,0,0,0,0,118,1610612747,LAL,4-23,15,26,14,23,0,0,0,0,78,40,20,6,11,67,41,26,44,38,0.536585365854,56,30,0.348837209302,56,32,0.187748156552,24
398,2015-12-19,21500399,1610612764,WAS,11-14,28,31,27,23,0,0,0,0,109,1610612766,CHA,15-11,27,26,22,26,0,0,0,0,101,8,1,5,5,59,53,6,38,39,0.493506493506,38,39,0.41935483871,54,51,0.074151654796,-13
399,2015-12-19,21500400,1610612752,NYK,14-14,25,24,28,30,0,0,0,0,107,1610612741,CHI,15-10,18,21,29,23,0,0,0,0,91,16,7,3,-1,49,39,10,39,41,0.4875,43,36,0.387096774194,57,47,0.100403225806,-4
400,2015-12-19,21500401,1610612745,HOU,14-14,38,19,26,24,0,0,0,0,107,1610612746,LAC,16-12,17,29,25,26,0,0,0,0,97,10,21,-10,1,57,46,11,34,42,0.447368421053,55,32,0.380952380952,52,38,0.066416040101,17
401,2015-12-19,21500402,1610612763,MEM,15-14,21,23,26,26,0,0,0,0,96,1610612754,IND,16-10,16,27,23,18,0,0,0,0,84,12,5,-4,3,44,43,1,35,46,0.432098765432,46,28,0.373333333333,47,45,0.058765432099,1
402,2015-12-20,21500403,1610612751,BKN,7-20,16,27,22,20,0,0,0,0,85,1610612750,MIN,11-16,26,26,23,25,0,0,0,0,100,-15,-10,1,-1,43,52,-9,31,46,0.402597402597,39,37,0.46835443038,42,46,-0.065757027783,-7
403,2015-12-20,21500404,1610612748,MIA,16-10,23,29,30,34,0,0,0,0,116,1610612757,POR,11-18,32,30,24,23,0,0,0,0,109,7,-9,-1,6,52,62,-10,41,32,0.561643835616,30,39,0.4875,41,42,0.074143835616,-12
404,2015-12-20,21500405,1610612739,CLE,18-7,21,34,33,20,0,0,0,0,108,1610612755,PHI,1-28,25,13,22,26,0,0,0,0,86,22,-4,21,11,55,38,17,40,45,0.470588235294,40,29,0.341176470588,56,49,0.129411764706,-9
