,DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,HOME_TEAM_W_L,HOME_QTR1,HOME_QTR2,HOME_QTR3,HOME_QTR4,HOME_OT1,HOME_OT2,HOME_OT3,HOME_OT4,HOME_PTS,AWAY_TEAM_ID,AWAY_TEAM,AWAY_TEAM_W_L,AWAY_QTR1,AWAY_QTR2,AWAY_QTR3,AWAY_QTR4,AWAY_OT1,AWAY_OT2,AWAY_OT3,AWAY_OT4,AWAY_PTS,MOV,QTR1_MOV,QTR2_MOV,QTR3_MOV,HOME_HALFTIME,AWAY_HALFTIME,HALFTIME_MOV,HALFTIME_HOME_FG,HALFTIME_HOME_FG_MISSES,HALFTIME_HOME_FG_PCT,HALFTIME_HOME_REBOUNDS,HALFTIME_VISITING_FG,HALFTIME_VISITING_FG_PCT,HALFTIME_VISITING_MISSES,HALFTIME_VISITING_REBOUNDS,HALFTIME_FG_DIFF,HALFTIME_REBOUNDS_DIFF
587,2016-01-14,21500588,1610612753,ORL,20-19,18,36,19,23,7,0,0,0,103,1610612761,TOR,25-15,31,30,16,19,10,0,0,0,106,-3,-13,6,3,54,61,-7,44,53,0.453608247423,46,37,0.411111111111,53,47,0.042497136312,-1
588,2016-01-14,21500589,1610612763,MEM,22-19,21,27,31,24,0,0,0,0,103,1610612765,DET,21-18,24,19,28,30,0,0,0,0,101,2,-3,8,3,48,43,5,33,39,0.458333333333,29,34,0.492753623188,35,35,-0.034420289855,-6
589,2016-01-14,21500590,1610612759,SAS,35-6,20,24,28,27,0,0,0,0,99,1610612739,CLE,27-10,32,18,23,22,0,0,0,0,95,4,-12,6,5,44,50,-6,33,45,0.423076923077,45,37,0.456790123457,44,43,-0.03371320038,2
590,2016-01-14,21500591,1610612762,UTA,17-22,12,33,26,30,0,0,0,0,101,1610612758,SAC,16-23,26,30,26,21,0,0,0,0,103,-2,-14,3,0,45,56,-11,32,48,0.4,38,32,0.444444444444,40,54,-0.044444444444,-16
591,2016-01-14,21500592,1610612744,GSW,37-3,24,28,34,30,0,0,0,0,116,1610612747,LAL,9-32,23,26,23,26,0,0,0,0,98,18,1,2,11,52,49,3,40,43,0.481927710843,47,37,0.425287356322,50,47,0.056640354521,0
592,2016-01-15,21500593,1610612754,IND,22-18,27,19,26,32,0,0,0,0,104,1610612764,WAS,19-19,24,35,29,30,0,0,0,0,118,-14,3,-16,-3,46,59,-13,36,42,0.461538461538,35,50,0.515463917526,47,54,-0.053925455988,-19
593,2016-01-15,21500594,1610612760,OKC,29-12,31,26,25,31,0,0,0,0,113,1610612750,MIN,12-29,17,26,22,28,0,0,0,0,93,20,14,0,3,57,43,14,46,42,0.522727272727,40,32,0.385542168675,51,45,0.137185104052,-5
594,2016-01-15,21500595,1610612738,BOS,21-19,36,32,28,21,0,0,0,0,117,1610612756,PHX,13-28,29,18,31,25,0,0,0,0,103,14,7,14,-3,68,47,21,40,54,0.425531914894,56,35,0.393258426966,54,45,0.032273487928,11
595,2016-01-15,21500596,1610612751,BKN,11-29,23,26,30,25,0,0,0,0,104,1610612757,POR,18-24,22,34,27,33,0,0,0,0,116,-12,1,-8,3,49,56,-7,36,47,0.433734939759,46,45,0.494505494505,46,42,-0.060770554746,4
596,2016-01-15,21500597,1610612741,CHI,23-16,22,24,15,16,0,0,0,0,77,1610612742,DAL,23-18,18,18,23,24,0,0,0,0,83,-6,4,6,-8,46,36,10,30,55,0.352941176471,47,28,0.373333333333,47,43,-0.020392156862,4
597,2016-01-15,21500598,1610612740,NOP,13-26,32,25,27,25,0,0,0,0,109,1610612766,CHA,18-21,34,15,32,26,0,0,0,0,107,2,-2,10,-5,57,49,8,40,44,0.47619047619,38,39,0.469879518072,44,38,0.006310958118,0
598,2016-01-15,21500599,1610612749,MIL,17-25,22,24,27,22,13,0,0,0,108,1610612737,ATL,23-17,28,23,25,19,6,0,0,0,101,7,-6,1,2,46,51,-5,39,56,0.410526315789,60,43,0.43,57,43,-0.019473684211,17
599,2016-01-15,21500600,1610612743,DEN,15-25,31,31,16,17,0,0,0,0,95,1610612748,MIA,23-17,20,26,30,22,0,0,0,0,98,-3,11,5,-14,62,46,16,31,46,0.402597402597,37,38,0.481012658228,41,42,-0.078415255631,-5
600,2016-01-15,21500601,1610612745,HOU,21-20,21,14,16,26,0,0,0,0,77,1610612739,CLE,28-10,23,23,22,23,0,0,0,0,91,-14,-2,-9,-6,35,46,-11,26,48,0.351351351351,40,33,0.383720930233,53,49,-0.032369578882,-9
601,2016-01-16,21500602,1610612737,ATL,24-17,27,28,29,30,0,0,0,0,114,1610612751,BKN,11-30,23,25,20,18,0,0,0,0,86,28,4,3,9,55,48,7,43,35,0.551282051282,40,34,0.435897435897,44,36,0.115384615385,4
602,2016-01-16,21500603,1610612766,CHA,18-22,29,19,23,21,0,0,0,0,92,1610612749,MIL,18-25,19,33,32,21,0,0,0,0,105,-13,10,-14,-9,48,52,-4,32,54,0.372093023256,35,38,0.535211267606,33,46,-0.16311824435,-11
603,2016-01-16,21500604,1610612764,WAS,19-20,31,30,25,31,0,0,0,0,117,1610612738,BOS,22-19,24,30,29,36,0,0,0,0,119,-2,7,0,-4,61,54,7,37,49,0.43023255814,42,39,0.443181818182,49,47,-0.012949260042,-5
604,2016-01-16,21500605,1610612765,DET,22-18,27,38,20,28,0,0,0,0,113,1610612744,GSW,37-4,30,19,25,21,0,0,0,0,95,18,-3,19,-5,65,49,16,45,54,0.454545454545,57,34,0.36170212766,60,47,0.092843326885,10
605,2016-01-16,21500606,1610612755,PHI,5-37,29,39,22,24,0,0,0,0,114,1610612757,POR,18-25,17,26,19,27,0,0,0,0,89,25,12,13,3,68,43,25,40,34,0.540540540541,45,33,0.383720930233,53,38,0.156819610308,7
606,2016-01-16,21500607,1610612763,MEM,23-19,28,24,21,30,0,0,0,0,103,1610612752,NYK,20-22,31,23,19,22,0,0,0,0,95,8,-3,1,2,52,54,-2,35,43,0.448717948718,44,35,0.454545454545,42,36,-0.005827505827,8
607,2016-01-16,21500608,1610612762,UTA,18-22,32,28,29,20,0,0,0,0,109,1610612747,LAL,9-33,18,18,23,23,0,0,0,0,82,27,14,10,6,60,36,24,38,42,0.475,51,28,0.32183908046,59,44,0.15316091954,7
608,2016-01-16,21500609,1610612746,LAC,26-14,30,30,19,24,0,0,0,0,103,1610612758,SAC,17-23,30,34,18,28,0,0,0,0,110,-7,0,-4,1,60,64,-4,38,58,0.395833333333,46,35,0.466666666667,40,52,-0.070833333334,-6
609,2016-01-17,21500610,1610612750,MIN,13-29,24,34,25,34,0,0,0,0,117,1610612756,PHX,13-29,23,25,21,18,0,0,0,0,87,30,1,9,4,58,48,10,39,30,0.565217391304,41,35,0.432098765432,46,30,0.133118625872,11
610,2016-01-17,21500611,1610612760,OKC,30-12,24,20,31,24,0,0,0,0,99,1610612748,MIA,23-18,18,24,16,16,0,0,0,0,74,25,6,-4,15,44,42,2,39,48,0.448275862069,44,27,0.391304347826,42,36,0.056971514243,8
611,2016-01-17,21500612,1610612759,SAS,36-6,14,32,32,34,0,0,0,0,112,1610612742,DAL,23-19,16,20,20,27,0,0,0,0,83,29,-2,12,12,46,36,10,36,48,0.428571428571,51,29,0.358024691358,52,45,0.070546737213,6
612,2016-01-17,21500613,1610612743,DEN,16-25,30,24,30,45,0,0,0,0,129,1610612754,IND,22-19,30,36,25,35,0,0,0,0,126,3,0,-12,5,54,66,-12,42,45,0.48275862069,42,48,0.585365853659,34,33,-0.102607232969,9
613,2016-01-17,21500614,1610612747,LAL,9-34,36,21,18,20,0,0,0,0,95,1610612745,HOU,22-20,32,28,34,18,0,0,0,0,112,-17,4,-7,-16,57,60,-3,36,45,0.444444444444,36,43,0.477777777778,47,51,-0.033333333334,-15
614,2016-01-18,21500615,1610612752,NYK,21-22,29,23,24,20,11,12,0,0,119,1610612755,PHI,5-38,29,18,16,33,11,6,0,0,113,6,0,5,8,52,47,5,39,54,0.41935483871,53,44,0.435643564356,57,51,-0.016288725646,2
615,2016-01-18,21500616,1610612766,CHA,19-22,29,23,21,22,13,16,0,0,124,1610612762,UTA,18-23,28,15,21,31,13,11,0,0,119,5,1,8,0,52,43,9,41,47,0.465909090909,50,41,0.405940594059,60,49,0.05996849685,1
616,2016-01-18,21500617,1610612764,WAS,19-21,17,40,19,22,0,0,0,0,98,1610612757,POR,19-25,32,27,35,14,0,0,0,0,108,-10,-15,13,-16,57,59,-2,33,40,0.452054794521,35,41,0.5,41,48,-0.047945205479,-13
617,2016-01-18,21500618,1610612763,MEM,24-19,24,25,23,29,0,0,0,0,101,1610612740,NOP,13-27,26,25,25,23,0,0,0,0,99,2,-2,0,-2,49,51,-2,35,40,0.466666666667,40,35,0.479452054795,38,34,-0.012785388128,6
618,2016-01-18,21500619,1610612765,DET,22-19,32,21,26,22,0,0,0,0,101,1610612741,CHI,24-16,26,30,27,28,0,0,0,0,111,-10,6,-9,-1,53,56,-3,40,53,0.430107526882,50,42,0.512195121951,40,38,-0.082087595069,12
619,2016-01-18,21500620,1610612737,ATL,25-17,24,27,21,26,0,0,0,0,98,1610612753,ORL,20-20,17,21,21,22,0,0,0,0,81,17,7,6,0,51,38,13,41,39,0.5125,47,30,0.344827586207,57,42,0.167672413793,5
620,2016-01-18,21500621,1610612761,TOR,26-15,19,33,29,31,0,0,0,0,112,1610612751,BKN,11-31,29,20,35,16,0,0,0,0,100,12,-10,13,-6,52,49,3,40,42,0.487804878049,36,37,0.5,37,40,-0.012195121951,-4
621,2016-01-18,21500622,1610612739,CLE,28-11,21,23,23,31,0,0,0,0,98,1610612744,GSW,38-4,34,36,34,28,0,0,0,0,132,-34,-13,-13,-11,44,70,-26,34,39,0.465753424658,31,40,0.56338028169,31,35,-0.097626857032,-4
622,2016-01-18,21500623,1610612742,DAL,24-19,29,23,18,28,20,0,0,0,118,1610612738,BOS,22-20,16,23,33,26,15,0,0,0,113,5,13,0,-15,52,39,13,37,53,0.411111111111,51,36,0.4,54,49,0.011111111111,2
623,2016-01-18,21500624,1610612746,LAC,27-14,33,26,35,28,18,0,0,0,140,1610612745,HOU,22-21,21,31,28,42,10,0,0,0,132,8,12,-5,7,59,52,7,47,44,0.516483516484,41,43,0.494252873563,44,52,0.022230642921,-11
624,2016-01-19,21500625,1610612748,MIA,23-19,18,21,18,22,0,0,0,0,79,1610612749,MIL,19-25,19,30,26,16,0,0,0,0,91,-12,-1,-9,-8,39,49,-10,26,47,0.356164383562,38,32,0.457142857143,38,39,-0.100978473581,-1
625,2016-01-19,21500626,1610612740,NOP,14-27,25,26,31,32,0,0,0,0,114,1610612750,MIN,13-30,38,22,15,24,0,0,0,0,99,15,-13,4,16,51,60,-9,41,41,0.5,40,36,0.473684210526,40,39,0.026315789474,1
626,2016-01-19,21500627,1610612743,DEN,16-26,31,22,26,25,0,0,0,0,104,1610612760,OKC,31-12,25,32,27,26,0,0,0,0,110,-6,6,-10,-1,53,57,-4,35,48,0.421686746988,48,41,0.422680412371,56,52,-0.000993665383,-4
627,2016-01-19,21500628,1610612756,PHX,13-30,17,18,26,33,0,0,0,0,94,1610612754,IND,23-19,25,19,27,26,0,0,0,0,97,-3,-8,-1,-1,35,44,-9,28,53,0.345679012346,53,32,0.395061728395,49,46,-0.049382716049,7
628,2016-01-20,21500629,1610612753,ORL,20-21,21,25,25,16,0,0,0,0,87,1610612755,PHI,6-38,23,24,34,15,0,0,0,0,96,-9,-2,1,-9,46,47,-1,32,51,0.385542168675,47,31,0.449275362319,38,41,-0.063733193644,6
629,2016-01-20,21500630,1610612764,WAS,20-21,26,25,30,25,0,0,0,0,106,1610612748,MIA,23-20,22,15,27,23,0,0,0,0,87,19,4,10,3,51,37,14,42,41,0.506024096386,34,32,0.477611940299,35,31,0.028412156087,3
630,2016-01-20,21500631,1610612751,BKN,11-32,17,21,17,23,0,0,0,0,78,1610612739,CLE,29-11,23,28,22,18,0,0,0,0,91,-13,-6,-7,-5,38,51,-13,32,49,0.395061728395,39,34,0.453333333333,41,45,-0.058271604938,-6
631,2016-01-20,21500632,1610612752,NYK,22-22,17,20,31,31,19,0,0,0,118,1610612762,UTA,18-24,22,26,28,23,12,0,0,0,111,7,-5,-6,3,37,48,-11,47,43,0.522222222222,38,36,0.423529411765,49,40,0.098692810457,-2
632,2016-01-20,21500633,1610612761,TOR,27-15,35,21,40,19,0,0,0,0,115,1610612738,BOS,22-21,27,35,28,19,0,0,0,0,109,6,8,-14,12,56,62,-6,44,37,0.543209876543,37,42,0.5,42,33,0.043209876543,4
633,2016-01-20,21500634,1610612741,CHI,24-17,18,26,19,31,0,0,0,0,94,1610612744,GSW,39-4,34,29,24,38,0,0,0,0,125,-31,-16,-3,-5,44,63,-19,29,63,0.315217391304,49,50,0.526315789474,45,55,-0.21109839817,-6
634,2016-01-20,21500635,1610612745,HOU,22-22,23,24,32,35,0,0,0,0,114,1610612765,DET,23-19,33,23,29,38,0,0,0,0,123,-9,-10,1,3,47,56,-9,42,52,0.446808510638,48,36,0.461538461538,42,52,-0.0147299509,-4
635,2016-01-20,21500636,1610612760,OKC,32-12,30,22,36,21,0,0,0,0,109,1610612766,CHA,19-23,22,23,25,25,0,0,0,0,95,14,8,-1,11,52,45,7,38,44,0.463414634146,51,34,0.41975308642,47,34,0.043661547726,17
636,2016-01-20,21500637,1610612742,DAL,25-19,23,26,15,25,17,0,0,0,106,1610612750,MIN,13-31,33,16,18,22,5,0,0,0,94,12,-10,10,-3,49,49,0,38,55,0.408602150538,46,35,0.406976744186,51,52,0.001625406352,-6
637,2016-01-20,21500638,1610612747,LAL,9-35,18,34,25,16,0,0,0,0,93,1610612758,SAC,18-23,28,29,29,26,0,0,0,0,112,-19,-10,5,-4,52,57,-5,32,58,0.355555555556,41,43,0.483146067416,46,59,-0.12759051186,-18
638,2016-01-20,21500639,1610612757,POR,19-26,18,25,29,26,0,0,0,0,98,1610612737,ATL,26-17,29,19,26,30,0,0,0,0,104,-6,-11,6,3,43,48,-5,41,53,0.436170212766,50,37,0.435294117647,48,43,0.000876095119,7
639,2016-01-21,21500640,1610612739,CLE,30-11,28,31,29,27,0,0,0,0,115,1610612746,LAC,27-15,31,19,22,30,0,0,0,0,102,13,-3,12,7,59,50,9,41,41,0.5,47,36,0.45,44,35,0.05,12
640,2016-01-21,21500641,1610612740,NOP,15-27,35,37,18,25,0,0,0,0,115,1610612765,DET,23-20,27,26,24,22,0,0,0,0,99,16,8,11,-6,72,53,19,45,40,0.529411764706,44,36,0.404494382022,53,44,0.124917382684,0
641,2016-01-21,21500642,1610612743,DEN,16-27,23,25,29,24,0,0,0,0,101,1610612763,MEM,25-19,37,18,24,23,0,0,0,0,102,-1,-14,7,5,48,55,-7,34,44,0.435897435897,40,33,0.478260869565,36,37,-0.042363433668,3
642,2016-01-21,21500643,1610612758,SAC,19-23,27,20,25,19,0,0,0,0,91,1610612737,ATL,26-18,20,24,19,25,0,0,0,0,88,3,7,-4,6,47,44,3,33,59,0.358695652174,56,34,0.409638554217,49,42,-0.050942902043,14
643,2016-01-21,21500644,1610612756,PHX,13-31,18,21,30,20,0,0,0,0,89,1610612759,SAS,37-6,25,26,28,38,0,0,0,0,117,-28,-7,-5,2,39,51,-12,32,49,0.395061728395,43,40,0.47619047619,44,43,-0.081128747795,0
644,2016-01-22,21500645,1610612753,ORL,20-22,35,26,33,15,7,0,0,0,116,1610612766,CHA,20-23,30,25,24,30,11,0,0,0,120,-4,5,1,9,61,55,6,44,46,0.488888888889,48,44,0.44,56,48,0.048888888889,0
645,2016-01-22,21500646,1610612738,BOS,23-21,34,30,26,20,0,0,0,0,110,1610612741,CHI,24-18,23,26,33,19,0,0,0,0,101,9,11,4,-7,64,49,15,43,53,0.447916666667,46,38,0.426966292135,51,50,0.020950374532,-4
646,2016-01-22,21500647,1610612751,BKN,11-33,23,17,17,29,0,0,0,0,86,1610612762,UTA,19-24,22,26,37,23,0,0,0,0,108,-22,1,-9,-20,40,48,-8,31,42,0.424657534247,24,43,0.573333333333,32,40,-0.148675799086,-16
647,2016-01-22,21500648,1610612752,NYK,22-23,24,21,19,24,0,0,0,0,88,1610612746,LAC,28-15,31,24,31,30,0,0,0,0,116,-28,-7,-3,-12,45,55,-10,32,52,0.380952380952,42,43,0.565789473684,33,36,-0.184837092732,6
648,2016-01-22,21500649,1610612761,TOR,28-15,31,29,20,21,0,0,0,0,101,1610612748,MIA,23-21,20,24,23,14,0,0,0,0,81,20,11,5,-3,60,44,16,34,40,0.459459459459,41,33,0.407407407407,48,42,0.052052052052,-1
649,2016-01-22,21500650,1610612745,HOU,23-22,31,26,22,23,0,0,0,0,102,1610612749,MIL,19-26,28,17,21,32,0,0,0,0,98,4,3,9,1,57,45,12,38,56,0.404255319149,42,39,0.458823529412,46,48,-0.054568210263,-6
650,2016-01-22,21500651,1610612742,DAL,25-20,25,31,18,32,0,0,0,0,106,1610612760,OKC,33-12,27,21,37,24,0,0,0,0,109,-3,-2,10,-19,56,48,8,38,47,0.447058823529,33,42,0.477272727273,46,47,-0.030213903744,-14
651,2016-01-22,21500652,1610612744,GSW,40-4,32,32,24,34,0,0,0,0,122,1610612754,IND,23-20,18,33,24,35,0,0,0,0,110,12,14,-1,0,64,51,13,41,47,0.465909090909,50,42,0.451612903226,51,44,0.014296187683,6
652,2016-01-22,21500653,1610612747,LAL,9-36,22,21,28,24,0,0,0,0,95,1610612759,SAS,38-6,31,25,31,21,0,0,0,0,108,-13,-9,-4,-3,43,56,-13,34,46,0.425,45,42,0.5,42,35,-0.075,10
653,2016-02-18,21500654,1610612764,WAS,24-28,28,21,27,27,0,0,0,0,103,1610612762,UTA,26-27,23,19,26,21,0,0,0,0,89,14,5,2,1,49,42,7,39,44,0.469879518072,36,29,0.386666666667,46,48,0.083212851405,-12
654,2016-01-23,21500655,1610612766,CHA,21-23,20,25,32,20,0,0,0,0,97,1610612752,NYK,22-24,22,21,13,28,0,0,0,0,84,13,-2,4,19,45,43,2,27,54,0.333333333333,49,29,0.376623376623,48,51,-0.04329004329,-2
655,2016-01-24,21500656,1610612755,PHI,6-39,25,18,26,23,0,0,0,0,92,1610612738,BOS,24-21,30,28,36,18,0,0,0,0,112,-20,-5,-10,-10,43,58,-15,35,54,0.393258426966,47,43,0.443298969072,54,51,-0.050040542106,-4
656,2016-01-23,21500657,1610612740,NOP,16-27,22,30,32,32,0,0,0,0,116,1610612749,MIL,19-27,23,28,23,25,0,0,0,0,99,17,-1,2,9,52,51,1,43,51,0.457446808511,41,37,0.513888888889,35,43,-0.056442080378,-2
657,2016-01-23,21500658,1610612750,MIN,14-31,20,37,27,22,0,0,0,0,106,1610612763,MEM,25-20,25,21,28,27,0,0,0,0,101,5,-5,16,-1,57,46,11,34,34,0.5,38,36,0.461538461538,42,34,0.038461538462,4
658,2016-01-23,21500659,1610612739,CLE,30-12,14,25,19,25,0,0,0,0,83,1610612741,CHI,25-18,21,23,28,24,0,0,0,0,96,-13,-7,2,-9,39,44,-5,31,59,0.344444444444,48,35,0.416666666667,49,53,-0.072222222223,-5
659,2016-01-23,21500660,1610612756,PHX,14-31,29,19,26,24,0,0,0,0,98,1610612737,ATL,26-19,23,16,25,31,0,0,0,0,95,3,6,3,1,48,39,9,34,51,0.4,52,34,0.404761904762,50,43,-0.004761904762,9
660,2016-01-23,21500661,1610612743,DEN,17-27,26,19,39,20,0,0,0,0,104,1610612765,DET,23-21,32,22,20,27,0,0,0,0,101,3,-6,-3,19,45,54,-9,29,42,0.408450704225,32,39,0.469879518072,44,51,-0.061428813847,-19
661,2016-01-23,21500662,1610612757,POR,20-26,37,25,39,20,0,0,0,0,121,1610612747,LAL,9-37,22,30,24,27,0,0,0,0,103,18,15,-5,15,62,52,10,45,46,0.494505494505,42,34,0.492753623188,35,30,0.001751871317,12
662,2016-01-23,21500663,1610612758,SAC,20-23,31,19,31,27,0,0,0,0,108,1610612754,IND,23-21,25,20,25,27,0,0,0,0,97,11,6,-1,6,50,45,5,36,47,0.433734939759,52,33,0.397590361446,50,41,0.036144578313,11
663,2016-01-24,21500664,1610612751,BKN,12-33,30,30,25,31,0,0,0,0,116,1610612760,OKC,33-13,28,24,25,29,0,0,0,0,106,10,2,6,0,60,52,8,40,49,0.449438202247,49,43,0.462365591398,50,46,-0.012927389151,3
664,2016-01-24,21500665,1610612745,HOU,24-22,36,14,34,31,0,0,0,0,115,1610612742,DAL,25-21,29,29,27,19,0,0,0,0,104,11,7,-15,7,50,58,-8,42,46,0.477272727273,40,34,0.441558441558,43,36,0.035714285715,4
665,2016-01-24,21500666,1610612761,TOR,29-15,27,35,21,29,0,0,0,0,112,1610612746,LAC,28-16,34,15,22,23,0,0,0,0,94,18,-7,20,-1,62,49,13,39,42,0.481481481481,44,34,0.447368421053,42,34,0.034113060428,10
666,2016-01-25,21500667,1610612739,CLE,31-12,32,27,24,31,0,0,0,0,114,1610612750,MIN,14-32,29,26,18,34,0,0,0,0,107,7,3,1,6,59,55,4,45,44,0.505617977528,43,35,0.448717948718,43,38,0.05690002881,5
667,2016-01-25,21500668,1610612764,WAS,20-22,20,29,21,21,0,0,0,0,91,1610612738,BOS,25-21,22,31,31,32,0,0,0,0,116,-25,-2,-2,-10,49,53,-4,29,43,0.402777777778,39,43,0.483146067416,46,43,-0.080368289638,-4
668,2016-01-25,21500669,1610612741,CHI,25-19,23,24,21,16,0,0,0,0,84,1610612748,MIA,24-21,18,31,12,28,0,0,0,0,89,-5,5,-7,9,47,49,-2,34,53,0.390804597701,49,37,0.456790123457,44,46,-0.065985525756,3
669,2016-01-25,21500670,1610612763,MEM,26-20,31,33,16,20,8,0,0,0,108,1610612753,ORL,20-23,33,32,16,19,2,0,0,0,102,6,-2,1,0,64,65,-1,42,57,0.424242424242,54,38,0.452380952381,46,46,-0.028138528139,8
670,2016-01-25,21500671,1610612740,NOP,16-28,29,31,32,19,0,0,0,0,111,1610612745,HOU,25-22,32,26,35,19,0,0,0,0,112,-1,-3,5,-3,60,58,2,40,49,0.449438202247,50,38,0.475,42,38,-0.025561797753,12
671,2016-01-25,21500672,1610612743,DEN,17-28,30,20,26,29,0,0,0,0,105,1610612737,ATL,27-19,31,35,24,29,0,0,0,0,119,-14,-1,-15,2,50,66,-16,30,51,0.37037037037,43,42,0.494117647059,43,42,-0.123747276689,1
672,2016-01-25,21500673,1610612762,UTA,19-25,13,23,23,33,0,0,0,0,92,1610612765,DET,24-21,22,26,21,26,0,0,0,0,95,-3,-9,-3,2,36,48,-12,33,51,0.392857142857,49,34,0.453333333333,41,42,-0.060476190476,7
673,2016-01-25,21500674,1610612758,SAC,20-24,31,25,28,31,9,4,0,0,128,1610612766,CHA,22-23,16,30,42,27,9,5,0,0,129,-1,15,-5,-14,56,46,10,44,43,0.505747126437,56,44,0.4,66,46,0.105747126437,10
674,2016-01-25,21500675,1610612744,GSW,41-4,29,33,33,25,0,0,0,0,120,1610612759,SAS,38-7,23,24,19,24,0,0,0,0,90,30,6,9,14,62,47,15,38,41,0.481012658228,45,28,0.394366197183,43,38,0.086646461045,7
675,2016-01-26,21500676,1610612754,IND,23-22,25,26,21,17,0,0,0,0,89,1610612746,LAC,29-16,25,21,28,17,0,0,0,0,91,-2,0,5,-7,51,46,5,33,48,0.407407407407,48,32,0.410256410256,46,44,-0.002849002849,4
676,2016-01-26,21500677,1610612755,PHI,7-39,31,23,30,29,0,0,0,0,113,1610612756,PHX,14-32,24,21,26,32,0,0,0,0,103,10,7,2,4,54,45,9,39,42,0.481481481481,41,39,0.469879518072,44,45,0.011601963409,-4
677,2016-01-26,21500678,1610612751,BKN,12-34,29,28,16,25,0,0,0,0,98,1610612748,MIA,25-21,24,27,26,25,0,0,0,0,102,-4,5,1,-10,57,51,6,35,35,0.5,32,42,0.525,38,37,-0.025,-5
678,2016-01-26,21500679,1610612752,NYK,22-25,34,29,28,22,9,0,0,0,122,1610612760,OKC,34-13,38,23,27,25,15,0,0,0,128,-6,-4,6,1,63,61,2,44,51,0.463157894737,42,45,0.459183673469,53,59,0.003974221268,-17
679,2016-01-26,21500680,1610612761,TOR,30-15,24,29,24,29,0,0,0,0,106,1610612764,WAS,20-23,18,32,20,19,0,0,0,0,89,17,6,-3,4,53,50,3,34,44,0.435897435897,48,31,0.402597402597,46,35,0.0333000333,13
680,2016-01-26,21500681,1610612749,MIL,20-27,23,30,29,25,0,0,0,0,107,1610612753,ORL,20-24,30,26,22,22,0,0,0,0,100,7,-7,4,7,53,56,-3,36,39,0.48,45,33,0.4125,47,39,0.0675,6
681,2016-01-26,21500682,1610612757,POR,21-26,33,25,30,24,0,0,0,0,112,1610612758,SAC,20-25,29,23,22,23,0,0,0,0,97,15,4,2,8,58,52,6,39,46,0.458823529412,48,36,0.418604651163,50,45,0.040218878249,3
682,2016-01-26,21500683,1610612747,LAL,9-38,25,33,20,12,0,0,0,0,90,1610612742,DAL,26-21,32,24,21,15,0,0,0,0,92,-2,-7,9,-1,58,56,2,29,44,0.397260273973,47,31,0.418918918919,43,35,-0.021658644946,12
683,2016-01-27,21500684,1610612739,CLE,32-12,23,32,32,28,0,0,0,0,115,1610612756,PHX,14-33,26,24,21,22,0,0,0,0,93,22,-3,8,11,55,50,5,44,36,0.55,37,33,0.471428571429,37,34,0.078571428571,3
684,2016-01-27,21500685,1610612738,BOS,26-21,29,26,31,25,0,0,0,0,111,1610612743,DEN,17-29,21,24,26,32,0,0,0,0,103,8,8,2,5,55,45,10,40,55,0.421052631579,48,35,0.421686746988,48,53,-0.000634115409,-5
685,2016-01-27,21500686,1610612765,DET,25-21,12,32,30,36,0,0,0,0,110,1610612755,PHI,7-40,20,25,34,18,0,0,0,0,97,13,-8,7,-4,44,45,-1,37,52,0.415730337079,51,38,0.469135802469,43,38,-0.05340546539,13
686,2016-01-27,21500687,1610612737,ATL,27-20,23,22,21,17,0,0,0,0,83,1610612746,LAC,30-16,17,26,21,21,0,0,0,0,85,-2,6,-4,0,45,43,2,33,46,0.417721518987,49,33,0.388235294118,52,46,0.029486224869,3
687,2016-01-27,21500688,1610612750,MIN,14-33,28,36,30,29,0,0,0,0,123,1610612760,OKC,35-13,28,34,29,35,0,0,0,0,126,-3,0,2,1,64,62,2,48,40,0.545454545455,35,48,0.527472527473,43,47,0.017982017982,-12
688,2016-01-27,21500689,1610612759,SAS,39-7,35,34,33,28,0,0,0,0,130,1610612745,HOU,25-23,29,20,24,26,0,0,0,0,99,31,6,14,9,69,49,20,50,40,0.555555555556,49,27,0.375,45,40,0.180555555556,9
689,2016-01-27,21500690,1610612762,UTA,20-25,18,25,27,32,0,0,0,0,102,1610612766,CHA,22-24,18,13,20,22,0,0,0,0,73,29,0,12,7,43,31,12,38,41,0.481012658228,45,22,0.338461538462,43,35,0.142551119766,10
690,2016-01-27,21500691,1610612744,GSW,42-4,32,24,39,32,0,0,0,0,127,1610612742,DAL,26-22,22,26,29,30,0,0,0,0,107,20,10,-2,10,56,48,8,42,34,0.552631578947,40,43,0.5,43,34,0.052631578947,6
691,2016-01-28,21500692,1610612754,IND,24-22,27,24,31,29,0,0,0,0,111,1610612737,ATL,27-21,24,20,31,17,0,0,0,0,92,19,3,4,0,51,44,7,37,40,0.480519480519,49,32,0.390243902439,50,32,0.09027557808,17
692,2016-01-28,21500693,1610612764,WAS,20-24,29,29,21,34,0,0,0,0,113,1610612743,DEN,18-29,29,35,27,26,0,0,0,0,117,-4,0,-6,-6,58,64,-6,39,49,0.443181818182,41,38,0.487179487179,40,39,-0.043997668997,2
693,2016-01-28,21500694,1610612761,TOR,31-15,27,26,20,30,0,0,0,0,103,1610612752,NYK,22-26,21,22,20,30,0,0,0,0,93,10,6,4,0,53,43,10,36,48,0.428571428571,50,38,0.436781609195,49,40,-0.008210180624,10
